site,lat,long,nickname,year_sampled,Distance_m,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,Notes,date_sampled,line_id,y_obs,d_obs,est_d_death,age_days,sex,cause_death,age_class,plant.species.fol,N.per_fol,C.per_fol,N15_fol,C13_fol,dist2road,dist2river,dist2aw,region,soil_type,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,average_rainfall_mm,death_date,survey_date,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,death_month,survey_month,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey
B_2022_54,-24.543322,31.799921,Marheya,2025,15,15.42,1.99,67.21,0.03,30.51,12.5,9.71,35.78,11.29,12.01,31.34,0.27,0.33,0.13,0.06,6.94,141.79,0.12,1.71,8.38,-13.9,NA,17-Mar-25,Marheya_2025_soil,2022,29-Aug-22,6/30/2022,991,male,Natural,adult,Gymnosporia senegalensis,0.96,42.71,1.26,-29.14,2159.596738,3178.992432,4256.434082,Central,Basalt,Kumana Sandveld,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,454.4447684,2022-06-30T00:00:00Z,2025-03-17T00:00:00Z,551.6881769,548.5995536,697.8758569,524.5190902,278,39,10,314.1592654,0.884901484,378.8782154,1.9,3.75,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-01T00:00:00Z,2025-03-01T00:00:00Z,22.6520202,22.15,22.87272727,22.50555556,32.3,34.7,dry,late_wet
B_2023_15,-25.15009,31.2842,Woody,2025,15,0.005,4.45,134.58,0.44,0.61,19.56,7.64,18.49,2.99,5.28,4.24,0.11,0.005,0.01,0.16,4.61,10.3,0.07,0.94,3.73,-17.58,NA,5-Mar-25,Woody_2025_soil,2023,28-Jan-23,1/25/2023,770,male,Natural,adult,Terminalia sericea,1.4,45.56,-0.5,-28.88,124.7936758,648.3532715,2191.235352,South,Granite,Lowveld Sour Bushveld of Pretoriuskop,Open-dense Terminalia sericea/Dichrostachys cinereatree savanna.  Pterocarpus angolensis is often a prominent tree,Moderately undulating plains below foothills of Great Escarp.(highest areas of landsys),SK01: Pretoriuskop,560.6265607,2023-01-25T00:00:00Z,2025-03-05T00:00:00Z,692.0179944,647.1735821,925.7168159,660.2829571,337,38,10,314.1592654,1.072704316,292.5967256,0.12,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2025-03-01T00:00:00Z,21.48686869,21.39545455,21.44090909,21.37222222,32,32.6,late_wet,late_wet
B_2022_54,-24.543322,31.799921,Marheya,2025,5,20.39,6.6,44.8,0.03,12.2,12.14,10.45,36.66,14.64,29.74,30.94,0.39,0.32,0.12,0.07,5.67,180.82,0.13,1.82,7.52,-14.27,NA,17-Mar-25,Marheya_2025_soil,2022,29-Aug-22,6/30/2022,991,male,Natural,adult,Gymnosporia senegalensis,1.45,42.26,12.32,-29.94,2159.596738,3178.992432,4256.434082,Central,Basalt,Kumana Sandveld,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,454.4447684,2022-06-30T00:00:00Z,2025-03-17T00:00:00Z,551.6881769,548.5995536,697.8758569,524.5190902,278,39,10,314.1592654,0.884901484,378.8782154,1.9,3.75,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-01T00:00:00Z,2025-03-01T00:00:00Z,22.6520202,22.15,22.87272727,22.50555556,32.3,34.7,dry,late_wet
B_2020_100,-25.089355,31.243995,Albasini,2025,5,0.48,3.33,66.08,6.56,1.22,13,4.87,7.88,6.31,4.8,1.02,0.14,0.07,0.53,0.15,4.67,6.02,0.09,1.13,5.63,-17.19,NA,5-Mar-25,Albasini_2025_soil,2020,9-Dec-20,12/3/2020,1553,male,Natural,adult,Combretum apiculatum,1.48,47.43,4.39,-29.25,304.6948127,6418.899414,1380.727539,South,Granite,Lowveld Sour Bushveld of Pretoriuskop,Open-dense Terminalia sericea/Dichrostachys cinereatree savanna.  Pterocarpus angolensis is often a prominent tree,Moderately undulating plains below foothills of Great Escarp.(highest areas of landsys),SK01: Pretoriuskop,612.5492397,2020-12-03T00:00:00Z,2025-03-05T00:00:00Z,632.447114,627.2409425,895.8774095,620.3342333,199,22,10,314.1592654,0.633436674,258.4252547,0.2,4.666666667,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-01T00:00:00Z,2025-03-01T00:00:00Z,21.78080808,21.48636364,21.21818182,21.65555556,31.5,32.9,early_wet,late_wet
B_2020_100,-25.089355,31.243995,Albasini,2025,15,0.31,1.3,67.7,34.42,0.005,9.88,4.54,10.39,3.54,3.52,0.75,0.09,0.17,0.22,0.15,4.45,2.07,0.05,0.67,4.34,-16.12,NA,5-Mar-25,Albasini_2025_soil,2020,9-Dec-20,12/3/2020,1553,male,Natural,adult,Combretum apiculatum,1.55,46.58,1.31,-29.84,304.6948127,6418.899414,1380.727539,South,Granite,Lowveld Sour Bushveld of Pretoriuskop,Open-dense Terminalia sericea/Dichrostachys cinereatree savanna.  Pterocarpus angolensis is often a prominent tree,Moderately undulating plains below foothills of Great Escarp.(highest areas of landsys),SK01: Pretoriuskop,612.5492397,2020-12-03T00:00:00Z,2025-03-05T00:00:00Z,632.447114,627.2409425,895.8774095,620.3342333,199,22,10,314.1592654,0.633436674,258.4252547,0.2,4.666666667,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-01T00:00:00Z,2025-03-01T00:00:00Z,21.78080808,21.48636364,21.21818182,21.65555556,31.5,32.9,early_wet,late_wet
B_2022_33,-23.06978,30.91227,Msinya,2024,15,0.16,5.76,21.08,1.19,39.66,5.61,3.89,24.24,0.29,10.07,0.23,0.73,2.11,0.09,0.005,6.39,7.19,0.09,1.14,5.57,-18.03,NA,20-Mar-24,Msinya_2024_soil,2022,4-Apr-23,4/9/2022,711,male,Poached,adult,Colophospermum mopane,1.579,47.126,1.951114698,-27.62938203,1089.562752,2585.275391,6672.101074,North,Granite,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,371.9511807,2022-04-09T00:00:00Z,2024-03-20T00:00:00Z,475.065034,361.1855645,384.218508,169.310101,111,11,10,314.1592654,0.353323974,243.2335908,85.79,2.69047619,11,31,NA,0.66,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.95505051,22.53181818,23.08636364,23.38636364,32.8,33.2,dry,late_wet
B_2023_66,-23.81536,31.49551,Machalolo,2024,15,0.25,11.53,25.84,0.67,3.05,4.11,3.09,6.26,3.92,4.58,0.58,0.11,0.06,0.08,0.15,5.23,20.48,0.07,0.84,5.28,-20.12,NA,16-Mar-24,Machalolo_2024_soil,2023,16-Jul-23,7/16/2023,244,female,Management,adult,Colophospermum mopane,1.587,46.878,2.172783747,-27.88194035,1200.249433,4883.600586,7517.097656,Central,Basalt,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,365.0032478,2023-07-16T00:00:00Z,2024-03-16T00:00:00Z,462.376609,473.4461799,275.8268936,286.7453411,370,46,10,314.1592654,1.177746579,359.9637699,0.51,5,95,0,0.02,1.52,0.62,NA,NA,NA,NA,NA,2023-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.37676768,23.72727273,23.7,23.7,33.6,34.4,dry,late_wet
B_2022_75,-23.0356,30.91466,Xidulu,2024,15,0.8,5.04,12.4,0.34,33.56,11.22,3.43,9.38,0.46,11.47,0.5,0.63,1.12,0.1,0.005,6.32,11.68,0.09,1.21,5.19,-15.16,NA,20-Mar-24,Xidulu_2024_soil,2022,13-Aug-22,8/6/2022,592,male,Natural,adult,Colophospermum mopane,1.629,46.647,2.150160339,-27.69030883,508.4170685,3462.787598,5057.787598,North,Granite,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,382.399147,2022-08-06T00:00:00Z,2024-03-20T00:00:00Z,464.0071971,366.7219651,347.0202868,180.2284272,316,24,10,314.1592654,1.00585924,249.8807754,7.01,4.444444444,28,7,NA,0.01,NA,NA,NA,NA,NA,NA,2022-08-01T00:00:00Z,2024-03-01T00:00:00Z,23.16161616,22.75454545,23.6,23.56363636,33.1,33.5,dry,late_wet
B_2023_66,-23.81536,31.49551,Machalolo,2024,5,0.28,19.21,69.44,0.6,3.05,8.31,4.23,20.33,6.91,5.06,3.45,0.06,0.05,0.06,0.17,5.16,20.01,0.07,0.79,5.86,-19.1,NA,16-Mar-24,Machalolo_2024_soil,2023,16-Jul-23,7/16/2023,244,female,Management,adult,Colophospermum mopane,1.644,47.06,8.826519987,-27.31235174,1200.249433,4883.600586,7517.097656,Central,Basalt,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,365.0032478,2023-07-16T00:00:00Z,2024-03-16T00:00:00Z,462.376609,473.4461799,275.8268936,286.7453411,370,46,10,314.1592654,1.177746579,359.9637699,0.51,5,95,0,0.02,1.52,0.62,NA,NA,NA,NA,NA,2023-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.37676768,23.72727273,23.7,23.7,33.6,34.4,dry,late_wet
B_2023_19,-23.06706,31.35151,Flats,2024,15,1.39,26.9,28.75,1.04,94.57,34.47,4.16,13.71,7.01,5.52,0.26,0.01,0.08,0.04,0.28,7.25,14.33,0.19,3.03,3.86,-13.96,NA,21-Mar-24,Flats_2024_soil,2023,23-Feb-23,2/21/2023,394,female,Natural,adult,Colophospermum mopane,1.678,45.982,0.597383039,-26.2668824,1133.617664,2712.178955,3233.879639,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,409.2332781,2023-02-21T00:00:00Z,2024-03-21T00:00:00Z,439.5692602,441.4717784,180.15639,192.8069208,347,31,10,314.1592654,1.104535305,319.3528437,5.81,4.846153846,12,1,NA,0.45,0.86,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.81212121,23.71818182,24.04545455,24.04545455,35.2,35.1,late_wet,late_wet
B_2018_42,-22.98698,31.42183,Mashekeni,2024,15,2.92,107.59,126.49,0.51,24.41,43.28,22.85,30.86,6.55,14.29,1.68,0.33,0.09,0.08,0.15,6.2,68.73,0.12,2,5.28,-13.6,NA,19-Mar-24,Mashekeni_2024_soil,2018,25-Mar-18,3/20/2018,2191,male,Poached,adult,Colophospermum mopane,1.709,47.688,1.9784219,-27.78802942,318.4484804,6889.318848,1015.946899,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,425.0517902,2018-03-20T00:00:00Z,2024-03-19T00:00:00Z,424.9834886,880.5204201,681.7313852,174.6498821,203,21,10,314.1592654,0.646169069,278.4721258,30.01,3.723404255,46,20,0.05,1.5,0.04,NA,NA,NA,NA,NA,2018-03-01T00:00:00Z,2024-03-01T00:00:00Z,23.66767677,23.3,23.77727273,23.86818182,33.1,35.1,late_wet,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2024,15,0.45,15.37,17.36,0.03,21.36,9.62,4.37,5.47,4.6,7.49,0.51,0.11,0.05,0.05,0.38,6.22,40.64,0.13,1.58,5.6,-16.9,NA,21-Mar-24,Phugwane_2024_soil,2023,19-Apr-23,4/19/2023,337,male,Management,adult,Colophospermum mopane,1.723,46.864,1.488062741,-26.73251194,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2024-03-21T00:00:00Z,476.3773476,415.0487573,206.4700146,201.7411022,242,19,10,314.1592654,0.770309925,328.2468205,0.67,5,41,0,NA,8.69,0.49,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.89545455,34.8,34.8,dry,late_wet
B_2017_64,-22.97023,31.40587,Burn,2024,15,0.24,11.53,46.26,0.19,76.27,24.05,14.1,2.35,0.46,12.82,0.01,4.29,0.11,0.05,0.005,7.16,7.52,0.16,2.41,4.65,-13.05,NA,19-Mar-24,Burn_2024_soil,2017,30-Jun-17,6/29/2017,2455,male,Poached,adult,Colophospermum mopane,1.727,47.487,1.518003316,-27.81095122,51.78762972,7859.619141,2184.4021,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,415.7226831,2017-06-29T00:00:00Z,2024-03-19T00:00:00Z,424.9834886,1257.711692,892.1789026,174.6498821,217,23,10,314.1592654,0.690732453,282.9853097,10.32,4.382352941,26,8,NA,0.01,0.28,NA,NA,NA,NA,NA,2017-06-01T00:00:00Z,2024-03-01T00:00:00Z,23.62626263,23.45909091,23.36818182,23.84090909,34.9,34.9,dry,late_wet
B_2022_33,-23.06978,30.91227,Msinya,2024,10,0.39,4.68,9.92,0.65,37.83,6.41,3.4,10.17,0.25,4.25,0.24,0.59,2.05,0.08,0.005,6.28,11.48,0.1,1.4,5.14,-20.76,NA,20-Mar-24,Msinya_2024_soil,2022,4-Apr-23,4/9/2022,711,male,Poached,adult,Colophospermum mopane,1.789,46.271,4.090724092,-25.89369633,1089.562752,2585.275391,6672.101074,North,Granite,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,371.9511807,2022-04-09T00:00:00Z,2024-03-20T00:00:00Z,475.065034,361.1855645,384.218508,169.310101,111,11,10,314.1592654,0.353323974,243.2335908,85.79,2.69047619,11,31,NA,0.66,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.95505051,22.53181818,23.08636364,23.38636364,32.8,33.2,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2025,15,0.07,2.53,97.12,0.03,15.25,18.48,6.08,10.4,3.29,4.33,2.98,0.02,0.13,0.02,0.15,6.67,23.66,0.12,1.61,5.29,-17.41,NA,12-Mar-25,Phugwane_2025_soil,2023,19-Apr-23,4/19/2023,693,male,Management,adult,Colophospermum mopane,1.79,47.96,2.15,-26.76,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2025-03-12T00:00:00Z,476.3773476,415.0487573,206.4700146,498.2057996,242,19,10,314.1592654,0.770309925,328.2468205,0.5,5,41,0,0.08,0.44,0.4,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2025-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.90555556,34.8,37.4,dry,late_wet
B_2024_6,-25.479077,31.334026,Mango,2025,15,0.3,3.52,2.68,0.03,6.1,2.08,1.31,10.58,3.24,4.77,11.56,0.22,0.18,0.12,0.03,5.44,5.74,0.06,0.7,6.29,-18.14,NA,4-Mar-25,Mango_2025_soil,2024,31-Jan-24,31-Jan-24,398,Male,DCA,adult,Combretum apiculatum,1.83,47.72,5.31,-29.42,76.5661731,2691.323975,4866.108398,South,Granite,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,685.6598627,2024-01-31T00:00:00Z,2025-03-04T00:00:00Z,899.6445558,1142.660644,1049.472961,905.9903717,114,32,10,314.1592654,0.36287327,208.600094,16.54,3.695652174,34,9,0.76,2.42,0.16,NA,NA,NA,NA,NA,2024-01-01T00:00:00Z,2025-03-01T00:00:00Z,22.12474747,22.00909091,22.305,21.95,31,32.6,late_wet,late_wet
B_2023_21,-25.08175,31.52685,Marula,2025,15,0.02,2.28,25.27,0.03,12.2,5.25,2.71,9.98,3.67,3.8,18.16,0.21,0.05,0.07,0.08,6.15,9.1,0.07,0.8,6.04,-16.93,NA,6-Mar-25,Marula_2025_soil,2023,25-Feb-23,2/21/2023,744,male,Natural,adult,Combretum apiculatum,1.85,47.58,3.91,-29.3,397.1828108,4222.413086,3396.848633,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense T. sericea bush savanna with C.zeheri dominant on crest,Moderately undulating plains sloping down to Sabie,SK06: Renosterkoppies,484.1252237,2023-02-21T00:00:00Z,2025-03-06T00:00:00Z,530.5638015,806.5520139,437.8057995,515.5463347,193,32,10,314.1592654,0.61433808,333.3174301,0,0,0,0,NA,0.98,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,22.29494949,22.02272727,22.45,22.17777778,31.5,33.4,late_wet,late_wet
B_2023_15,-25.15009,31.2842,Woody,2025,5,0.005,3.8,139.77,0.77,0.61,19.89,7.2,22.05,2.69,3.97,1.16,0.15,0.005,0.01,0.15,4.62,1.5,0.05,0.72,4.14,-19.68,NA,5-Mar-25,Woody_2025_soil,2023,28-Jan-23,1/25/2023,770,male,Natural,adult,Terminalia sericea,1.86,46.06,3.31,-28.81,124.7936758,648.3532715,2191.235352,South,Granite,Lowveld Sour Bushveld of Pretoriuskop,Open-dense Terminalia sericea/Dichrostachys cinereatree savanna.  Pterocarpus angolensis is often a prominent tree,Moderately undulating plains below foothills of Great Escarp.(highest areas of landsys),SK01: Pretoriuskop,560.6265607,2023-01-25T00:00:00Z,2025-03-05T00:00:00Z,692.0179944,647.1735821,925.7168159,660.2829571,337,38,10,314.1592654,1.072704316,292.5967256,0.12,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2025-03-01T00:00:00Z,21.48686869,21.39545455,21.44090909,21.37222222,32,32.6,late_wet,late_wet
B_2022_75,-23.0356,30.91466,Xidulu,2024,5,0.96,28.82,38.44,0.05,24.41,16.03,9.72,9.38,0.46,12.29,0.41,1.34,2.09,0.09,0.005,5.38,3.29,0.07,1.02,5.97,-13.79,NA,20-Mar-24,Xidulu_2024_soil,2022,13-Aug-22,8/6/2022,592,male,Natural,adult,Colophospermum mopane,1.86,46.873,4.755701765,-27.17763577,508.4170685,3462.787598,5057.787598,North,Granite,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,382.399147,2022-08-06T00:00:00Z,2024-03-20T00:00:00Z,464.0071971,366.7219651,347.0202868,180.2284272,316,24,10,314.1592654,1.00585924,249.8807754,7.01,4.444444444,28,7,NA,0.01,NA,NA,NA,NA,NA,NA,2022-08-01T00:00:00Z,2024-03-01T00:00:00Z,23.16161616,22.75454545,23.6,23.56363636,33.1,33.5,dry,late_wet
B_2024_8,-23.1807,31.30728,Red Rocks,2025,15,0.25,3.24,14.06,0.03,109.83,30.25,3.85,11.82,2.97,4.28,0.84,0.01,0.14,0.03,0.13,7.8,20.58,0.09,1.25,5.1,-15.36,NA,12-Mar-25,RedRocks_2025_soil,2024,19-Mar-24,19-Mar-24,358,male,Fighting,adult,Colophospermum mopane,1.87,48.97,3.03,-27.15,3.68347821,1188.589478,1661.536987,North,Granite,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,NA,2024-03-19T00:00:00Z,2025-03-12T00:00:00Z,428.4439557,194.9210618,442.4351475,442.4351475,551,33,10,314.1592654,1.753887473,360.5622954,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-01T00:00:00Z,2025-03-01T00:00:00Z,23.54848485,23.81818182,23.79375,23.77777778,34.7,37.3,late_wet,late_wet
B_2022_11,-24.536754,31.882148,Big Bull,2025,15,3.02,3.77,100.71,0.07,9.15,20.42,9.65,31.66,17.41,16.55,1.51,0.38,0.15,0.12,0.18,5.49,76.05,0.15,2.12,6.18,-14.77,NA,18-Mar-25,BigBull_2025_soil,2022,22-Feb-22,2/15/2022,1127,male,Fighting,adult,Ehretia amoena,1.88,41.24,6.22,-28.69,1645.319292,4528.797363,5264.649902,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,405.5562511,2022-02-15T00:00:00Z,2025-03-18T00:00:00Z,494.1417593,439.8931763,710.5236981,488.0461116,79,13,10,314.1592654,0.25146481,339.1923764,69,3.090909091,14,13,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2025-03-01T00:00:00Z,23.13333333,22.81818182,22.89545455,22.93888889,33.1,35.4,late_wet,late_wet
B_2022_61,-23.12896,31.43464,Mopane,2024,15,1.05,30.74,37.77,1.64,73.22,22.44,5.65,14.93,15.03,7.75,0.3,0.01,0.06,0.04,0.21,7.51,11.81,0.17,2.76,4.85,-12.74,NA,18-Mar-24,Mopane_2024_soil,2022,7-Jul-22,7/7/2022,620,male,DCA,adult,Colophospermum mopane,1.899,46.173,2.467758052,-26.21163674,524.4575113,1548.173096,2296.010254,North,Basalt,Combretum / Colophospermum mopane Rugged Veld,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,384.6655571,2022-07-07T00:00:00Z,2024-03-18T00:00:00Z,406.8536927,400.0614641,348.7654159,181.7907423,706,59,10,314.1592654,2.247267796,364.5905758,14.26,4.877192982,197,3,0.01,0.83,NA,NA,NA,NA,NA,NA,2022-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.62474747,23.18636364,23.85909091,23.83181818,34.4,35,dry,late_wet
B_2018_42,-22.98698,31.42183,Mashekeni,2024,5,4.65,7.68,85.14,0.24,27.46,15.23,13.61,25.8,8.74,30.39,1.46,0.34,0.12,0.09,0.17,6.14,89.75,0.13,1.83,7.03,-13.38,NA,19-Mar-24,Mashekeni_2024_soil,2018,25-Mar-18,3/20/2018,2191,male,Poached,adult,Colophospermum mopane,1.913,46.967,5.207045242,-27.3899667,318.4484804,6889.318848,1015.946899,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,425.0517902,2018-03-20T00:00:00Z,2024-03-19T00:00:00Z,424.9834886,880.5204201,681.7313852,174.6498821,203,21,10,314.1592654,0.646169069,278.4721258,30.01,3.723404255,46,20,0.05,1.5,0.04,NA,NA,NA,NA,NA,2018-03-01T00:00:00Z,2024-03-01T00:00:00Z,23.66767677,23.3,23.77727273,23.86818182,33.1,35.1,late_wet,late_wet
B_2017_64,-22.97023,31.40587,Burn,2025,15,0.18,1.74,18.1,0.13,94.57,29.37,3.47,15.6,6.38,4.17,0.64,0.01,0.1,0.09,0.17,7.94,3.98,0.16,2.39,4.68,-12.4,NA,13-Mar-25,Burn_2025_soil,2017,30-Jun-17,6/29/2017,2814,male,Poached,adult,Colophospermum mopane,1.92,47.98,3.01,-28.19,51.78762972,7859.619141,2184.4021,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,415.7226831,2017-06-29T00:00:00Z,2025-03-13T00:00:00Z,424.9834886,1257.711692,892.1789026,455.913723,217,23,10,314.1592654,0.690732453,282.9853097,28.44,3,3,8,NA,0.28,NA,0.08,NA,NA,NA,NA,2017-06-01T00:00:00Z,2025-03-01T00:00:00Z,23.62626263,23.45909091,23.36818182,23.85,34.9,37.6,dry,late_wet
B_2023_137,-23.10071,31.43368,Shingwedzi,2024,15,0.58,13.45,115.23,1.6,79.32,33.67,9.24,38.2,6.76,11.88,0.22,0.005,0.04,0.03,0.2,7.31,19.75,0.1,1.39,5.81,-15.28,NA,18-Mar-24,Shingwedzi_2024_soil,2023,8-Dec-23,6-Dec-23,103,Female,not_provided,adult,Colophospermum mopane,1.927,45.627,2.70392859,-26.46890803,0.113099114,1557.562622,2736.833984,North,Basalt,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,378.8945004,2023-12-06T00:00:00Z,2024-03-18T00:00:00Z,406.8536927,299.1364988,268.3465252,181.7907423,613,54,10,314.1592654,1.951239602,341.6835724,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-01T00:00:00Z,2024-03-01T00:00:00Z,23.5010101,23.36818182,24.45909091,23.71363636,34.4,35.1,early_wet,late_wet
B_2023_19,-23.06706,31.35151,Flats,2024,5,1.38,33.66,699.17,0.8,73.22,202.79,18.96,37.53,47.66,52.46,0.1,0.01,0.11,0.07,0.33,7.02,31.52,0.17,2.61,4.39,-13.68,NA,21-Mar-24,Flats_2024_soil,2023,23-Feb-23,2/21/2023,394,female,Natural,adult,Colophospermum mopane,1.931,47.079,7.6496994,-27.1814959,1133.617664,2712.178955,3233.879639,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,409.2332781,2023-02-21T00:00:00Z,2024-03-21T00:00:00Z,439.5692602,441.4717784,180.15639,192.8069208,347,31,10,314.1592654,1.104535305,319.3528437,5.81,4.846153846,12,1,NA,0.45,0.86,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.81212121,23.71818182,24.04545455,24.04545455,35.2,35.1,late_wet,late_wet
