site,lat,long,nickname,year_sampled,Distance_m,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,Notes,date_sampled,line_id,y_obs,d_obs,est_d_death,age_days,sex,cause_death,age_class,plant.species.fol,N.per_fol,C.per_fol,N15_fol,C13_fol,dist2road,dist2river,dist2aw,region,soil_type,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,average_rainfall_mm,death_date,survey_date,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,death_month,survey_month,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey
B_2024_8,-23.1807,31.30728,Red Rocks,2025,0.5,24.14,92.06,2840.33,55.49,15.25,590.8,104.16,172.94,96.52,127.45,0.02,4.22,0.04,0.02,0.24,6.02,125.13,0.24,1.6,18.01,-19.27,NA,12-Mar-25,RedRocks_2025_soil,2024,19-Mar-24,19-Mar-24,358,male,Fighting,adult,NA,NA,NA,NA,NA,3.68347821,1188.589478,1661.536987,North,Granite,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,NA,2024-03-19T00:00:00Z,2025-03-12T00:00:00Z,428.4439557,194.9210618,442.4351475,442.4351475,551,33,10,314.1592654,1.753887473,360.5622954,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-01T00:00:00Z,2025-03-01T00:00:00Z,23.54848485,23.81818182,23.79375,23.77777778,34.7,37.3,late_wet,late_wet
B_2024_8,-23.1807,31.30728,Red Rocks,2025,2.5,27.91,46.7,426.14,58.22,79.32,32.06,7.52,69.52,50,36.01,1.07,0.02,0.25,0.02,0.17,7.26,137.03,0.19,1.69,15.86,-19.3,NA,12-Mar-25,RedRocks_2025_soil,2024,19-Mar-24,19-Mar-24,358,male,Fighting,adult,NA,NA,NA,NA,NA,3.68347821,1188.589478,1661.536987,North,Granite,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,NA,2024-03-19T00:00:00Z,2025-03-12T00:00:00Z,428.4439557,194.9210618,442.4351475,442.4351475,551,33,10,314.1592654,1.753887473,360.5622954,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-01T00:00:00Z,2025-03-01T00:00:00Z,23.54848485,23.81818182,23.79375,23.77777778,34.7,37.3,late_wet,late_wet
B_2024_8,-23.1807,31.30728,Red Rocks,2025,10,1.36,4.76,52.98,0.03,122.03,34.91,4.86,22.33,2.73,4.19,0.64,0.01,0.24,0.02,0.15,7.76,NA,0.13,1.87,4.8,-16.4,Insufficient sample mass for P-Bray 1 assay,12-Mar-25,RedRocks_2025_soil,2024,19-Mar-24,19-Mar-24,358,male,Fighting,adult,NA,NA,NA,NA,NA,3.68347821,1188.589478,1661.536987,North,Granite,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,NA,2024-03-19T00:00:00Z,2025-03-12T00:00:00Z,428.4439557,194.9210618,442.4351475,442.4351475,551,33,10,314.1592654,1.753887473,360.5622954,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-01T00:00:00Z,2025-03-01T00:00:00Z,23.54848485,23.81818182,23.79375,23.77777778,34.7,37.3,late_wet,late_wet
B_2024_98,-24.797829,31.8706,Show Biz,2025,0.5,0.32,5.01,118.25,45.35,12.2,134,55.45,114.19,148.4,18.61,0.02,0.95,0.08,0.03,0.17,5.61,198.69,0.21,1.86,12.86,-16.57,NA,18-Mar-25,ShowBiz_2025_soil,2024,4/15/2024,4/14/2024,338,Male,Fighting,adult,NA,NA,NA,NA,NA,107.0284124,1947.372681,2314.832031,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,NA,2024-04-14T00:00:00Z,2025-03-18T00:00:00Z,604.3593193,561.192524,533.4564948,587.5171046,99,16,10,314.1592654,0.315126787,356.2991286,1.34,5,39,0,0.28,1.6,0.54,NA,NA,NA,NA,NA,2024-04-01T00:00:00Z,2025-03-01T00:00:00Z,22.64090909,22.67727273,22.50714286,22.39444444,32.7,34.1,dry,late_wet
B_2024_98,-24.797829,31.8706,Show Biz,2025,2.5,3.44,21.19,560.94,7.71,3.05,72.15,25.83,39.5,54.73,43.88,0.02,0.09,0.18,0.03,0.17,4.72,107.35,0.14,1.43,12.14,-14.61,NA,18-Mar-25,ShowBiz_2025_soil,2024,4/15/2024,4/14/2024,338,Male,Fighting,adult,NA,NA,NA,NA,NA,107.0284124,1947.372681,2314.832031,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,NA,2024-04-14T00:00:00Z,2025-03-18T00:00:00Z,604.3593193,561.192524,533.4564948,587.5171046,99,16,10,314.1592654,0.315126787,356.2991286,1.34,5,39,0,0.28,1.6,0.54,NA,NA,NA,NA,NA,2024-04-01T00:00:00Z,2025-03-01T00:00:00Z,22.64090909,22.67727273,22.50714286,22.39444444,32.7,34.1,dry,late_wet
B_2024_98,-24.797829,31.8706,Show Biz,2025,10,2.93,11.22,157.05,0.03,12.2,24.83,8.5,21.6,16.61,20.28,10.04,0.09,0.08,0.04,0.18,6.24,77.95,0.14,1.73,7.99,-15.69,NA,18-Mar-25,ShowBiz_2025_soil,2024,4/15/2024,4/14/2024,338,Male,Fighting,adult,NA,NA,NA,NA,NA,107.0284124,1947.372681,2314.832031,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,NA,2024-04-14T00:00:00Z,2025-03-18T00:00:00Z,604.3593193,561.192524,533.4564948,587.5171046,99,16,10,314.1592654,0.315126787,356.2991286,1.34,5,39,0,0.28,1.6,0.54,NA,NA,NA,NA,NA,2024-04-01T00:00:00Z,2025-03-01T00:00:00Z,22.64090909,22.67727273,22.50714286,22.39444444,32.7,34.1,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2024,2.5,4.76,128.72,523.94,18.14,85.42,141.97,36.96,77.35,108.09,177.64,0.08,0.89,0.1,0.05,0.29,6.86,105.82,0.25,2.41,9.78,-17.54,NA,21-Mar-24,Phugwane_2024_soil,2023,19-Apr-23,4/19/2023,337,male,Management,adult,NA,NA,NA,NA,NA,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2024-03-21T00:00:00Z,476.3773476,415.0487573,206.4700146,201.7411022,242,19,10,314.1592654,0.770309925,328.2468205,0.67,5,41,0,NA,8.69,0.49,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.89545455,34.8,34.8,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2024,5,1.13,171.01,151.29,4.32,140.34,105,26.25,30.34,26.67,43.24,0.09,0.09,0.07,0.08,0.33,6.93,36.8,0.16,1.8,6.97,-16.84,NA,21-Mar-24,Phugwane_2024_soil,2023,19-Apr-23,4/19/2023,337,male,Management,adult,NA,NA,NA,NA,NA,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2024-03-21T00:00:00Z,476.3773476,415.0487573,206.4700146,201.7411022,242,19,10,314.1592654,0.770309925,328.2468205,0.67,5,41,0,NA,8.69,0.49,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.89545455,34.8,34.8,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2024,0.5,7.58,52.22,881.42,84.34,64.07,145.08,42.29,65.97,82.5,146.5,0.08,1.05,0.14,0.04,0.29,6.93,129.16,0.25,2.05,12.46,-17.64,NA,21-Mar-24,Phugwane_2024_soil,2023,19-Apr-23,4/19/2023,337,male,Management,adult,NA,NA,NA,NA,NA,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2024-03-21T00:00:00Z,476.3773476,415.0487573,206.4700146,201.7411022,242,19,10,314.1592654,0.770309925,328.2468205,0.67,5,41,0,NA,8.69,0.49,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.89545455,34.8,34.8,dry,late_wet
B_2023_38,-23.260311,31.464111,Mahlati,2024,2.5,3.91,265.46,6354.17,42.93,61.02,1029.2,306.73,499.67,847.22,694.84,0.1,0.22,0.17,0.04,0.2,6.94,172.59,0.49,3.74,25.2,-12.92,NA,18-Mar-24,Mahlati_2024_soil,2023,26-May-23,5/12/2023,311,male,Natural,adult,NA,NA,NA,NA,NA,23.69814816,10152.50586,4480.57959,North,Basalt,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,402.0563411,2023-05-12T00:00:00Z,2024-03-18T00:00:00Z,422.717012,357.7837964,214.9998305,211.8921189,303,50,10,314.1592654,0.964478955,348.6506409,47.53,4.239130435,105,17,0.01,0.45,0.28,0.32,NA,NA,NA,NA,2023-05-01T00:00:00Z,2024-03-01T00:00:00Z,23.52474747,23.51818182,23.63636364,23.75454545,34.6,34.8,dry,late_wet
B_2023_38,-23.260311,31.464111,Mahlati,2024,0.5,13.65,183.6,4890.88,41.13,85.42,613.19,196.87,457.45,728.02,265.1,0.16,0.76,0.18,0.05,0.21,7.18,256.61,0.45,3.62,19.86,-13.41,NA,18-Mar-24,Mahlati_2024_soil,2023,26-May-23,5/12/2023,311,male,Natural,adult,NA,NA,NA,NA,NA,23.69814816,10152.50586,4480.57959,North,Basalt,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,402.0563411,2023-05-12T00:00:00Z,2024-03-18T00:00:00Z,422.717012,357.7837964,214.9998305,211.8921189,303,50,10,314.1592654,0.964478955,348.6506409,47.53,4.239130435,105,17,0.01,0.45,0.28,0.32,NA,NA,NA,NA,2023-05-01T00:00:00Z,2024-03-01T00:00:00Z,23.52474747,23.51818182,23.63636364,23.75454545,34.6,34.8,dry,late_wet
B_2023_66,-23.81536,31.49551,Machalolo,2024,0.5,4.58,13.45,95.64,2.74,12.2,5.53,3.11,32.84,14.85,4.45,3.21,0.12,0.05,0.08,0.16,5.43,61.33,0.06,0.72,6.71,-19.15,NA,16-Mar-24,Machalolo_2024_soil,2023,16-Jul-23,7/16/2023,244,female,Management,adult,NA,NA,NA,NA,NA,1200.249433,4883.600586,7517.097656,Central,Basalt,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,365.0032478,2023-07-16T00:00:00Z,2024-03-16T00:00:00Z,462.376609,473.4461799,275.8268936,286.7453411,370,46,10,314.1592654,1.177746579,359.9637699,0.51,5,95,0,0.02,1.52,0.62,NA,NA,NA,NA,NA,2023-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.37676768,23.72727273,23.7,23.7,33.6,34.4,dry,late_wet
B_2023_66,-23.81536,31.49551,Machalolo,2024,2.5,2.04,8.33,229.41,0.78,3.05,22.44,8.75,35.87,36.52,14.55,0.17,0.04,0.03,0.04,0.16,4.94,42.49,0.07,0.81,7.67,-17.87,NA,16-Mar-24,Machalolo_2024_soil,2023,16-Jul-23,7/16/2023,244,female,Management,adult,NA,NA,NA,NA,NA,1200.249433,4883.600586,7517.097656,Central,Basalt,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,365.0032478,2023-07-16T00:00:00Z,2024-03-16T00:00:00Z,462.376609,473.4461799,275.8268936,286.7453411,370,46,10,314.1592654,1.177746579,359.9637699,0.51,5,95,0,0.02,1.52,0.62,NA,NA,NA,NA,NA,2023-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.37676768,23.72727273,23.7,23.7,33.6,34.4,dry,late_wet
B_2023_66,-23.81536,31.49551,Machalolo,2024,10,0.22,13.45,69.44,0.6,9.15,8.82,4.86,17.99,7.37,8.72,4.26,0.14,0.05,0.08,0.21,5.84,20.81,0.07,0.91,5.25,-20.28,NA,16-Mar-24,Machalolo_2024_soil,2023,16-Jul-23,7/16/2023,244,female,Management,adult,NA,NA,NA,NA,NA,1200.249433,4883.600586,7517.097656,Central,Basalt,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,365.0032478,2023-07-16T00:00:00Z,2024-03-16T00:00:00Z,462.376609,473.4461799,275.8268936,286.7453411,370,46,10,314.1592654,1.177746579,359.9637699,0.51,5,95,0,0.02,1.52,0.62,NA,NA,NA,NA,NA,2023-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.37676768,23.72727273,23.7,23.7,33.6,34.4,dry,late_wet
B_2024_22,-24.6189,31.73229,Ndzalama,2025,0.5,18.25,53.27,948.64,0.03,0.005,95.2,33.05,147.63,75.62,36.27,0.02,0.29,0.03,0.05,0.09,4.3,186.37,0.13,1.17,13.33,-20.17,NA,19-Mar-25,Ndzalama_2025_soil,2024,8/12/2024,8/11/2024,220,Female,Burned,adult,NA,NA,NA,NA,NA,165.0652323,569.7379761,3139.047363,Central,Granite,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,NA,2024-08-11T00:00:00Z,2025-03-19T00:00:00Z,656.0638149,553.0104318,609.7129951,647.5243592,722,79,10,314.1592654,2.298197378,449.254762,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,2024-08-01T00:00:00Z,2025-03-01T00:00:00Z,22.6969697,22.81363636,25.86666667,22.52777778,32.9,34.3,dry,late_wet
B_2024_22,-24.6189,31.73229,Ndzalama,2025,2.5,1.68,38.58,597.95,1.69,91.52,97.1,33.02,83,64.36,43.79,0.49,0.01,0.09,0.01,0.07,7.67,96.85,0.14,1.48,9.4,-19.65,NA,19-Mar-25,Ndzalama_2025_soil,2024,8/12/2024,8/11/2024,220,Female,Burned,adult,NA,NA,NA,NA,NA,165.0652323,569.7379761,3139.047363,Central,Granite,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,NA,2024-08-11T00:00:00Z,2025-03-19T00:00:00Z,656.0638149,553.0104318,609.7129951,647.5243592,722,79,10,314.1592654,2.298197378,449.254762,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,2024-08-01T00:00:00Z,2025-03-01T00:00:00Z,22.6969697,22.81363636,25.86666667,22.52777778,32.9,34.3,dry,late_wet
B_2024_22,-24.6189,31.73229,Ndzalama,2025,5,2.75,7.84,288.3,0.03,15.25,31.69,10.91,61.88,21.42,27.73,7.27,0.06,0.32,0.25,0.09,6.32,30.72,0.23,2.85,6.48,-21.26,NA,19-Mar-25,Ndzalama_2025_soil,2024,8/12/2024,8/11/2024,220,Female,Burned,adult,NA,NA,NA,NA,NA,165.0652323,569.7379761,3139.047363,Central,Granite,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,NA,2024-08-11T00:00:00Z,2025-03-19T00:00:00Z,656.0638149,553.0104318,609.7129951,647.5243592,722,79,10,314.1592654,2.298197378,449.254762,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,2024-08-01T00:00:00Z,2025-03-01T00:00:00Z,22.6969697,22.81363636,25.86666667,22.52777778,32.9,34.3,dry,late_wet
B_2024_22,-24.6189,31.73229,Ndzalama,2025,10,1.86,5.88,191.3,0.03,3.05,24.08,13.92,57.34,19.91,24.38,25.34,0.18,0.27,0.08,0.07,4.99,34.27,0.11,1.24,6.85,-17.91,NA,19-Mar-25,Ndzalama_2025_soil,2024,8/12/2024,8/11/2024,220,Female,Burned,adult,NA,NA,NA,NA,NA,165.0652323,569.7379761,3139.047363,Central,Granite,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,NA,2024-08-11T00:00:00Z,2025-03-19T00:00:00Z,656.0638149,553.0104318,609.7129951,647.5243592,722,79,10,314.1592654,2.298197378,449.254762,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,2024-08-01T00:00:00Z,2025-03-01T00:00:00Z,22.6969697,22.81363636,25.86666667,22.52777778,32.9,34.3,dry,late_wet
B_2024_22,-24.6189,31.73229,Ndzalama,2025,15,2.48,5.46,116.31,0.03,6.1,15.68,8.31,35.41,9.47,12.91,13.81,0.13,0.22,0.05,0.06,5.31,33.66,0.11,1.23,6.48,-19.05,NA,19-Mar-25,Ndzalama_2025_soil,2024,8/12/2024,8/11/2024,220,Female,Burned,adult,NA,NA,NA,NA,NA,165.0652323,569.7379761,3139.047363,Central,Granite,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,NA,2024-08-11T00:00:00Z,2025-03-19T00:00:00Z,656.0638149,553.0104318,609.7129951,647.5243592,722,79,10,314.1592654,2.298197378,449.254762,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,2024-08-01T00:00:00Z,2025-03-01T00:00:00Z,22.6969697,22.81363636,25.86666667,22.52777778,32.9,34.3,dry,late_wet
B_2024_152,-23.86305,31.58741,Mpfula,2025,0.5,48.01,1.47,77.26,1.49,48.81,15.9,24.42,22.4,72.15,14.72,57.81,0.31,0.75,0.14,0.12,6.86,465.11,0.26,3.3,7.88,-21.83,NA,15-Mar-25,Mpfula_2025_soil,2024,not_provided,1-Sep-24,195,male,Not_natural,adult,NA,NA,NA,NA,NA,319.6804159,1332.50293,6855.797852,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,NA,2024-09-01T00:00:00Z,2025-03-15T00:00:00Z,408.7639426,251.2609057,346.4454834,342.1331935,274,31,10,314.1592654,0.872169088,343.4580083,4.6,4.823529412,52,2,0.08,1.14,NA,NA,NA,NA,NA,NA,2024-09-01T00:00:00Z,2025-03-01T00:00:00Z,23.86969697,24.03636364,29.375,23.86111111,35.2,37.2,dry,late_wet
B_2024_152,-23.86305,31.58741,Mpfula,2025,10,0.09,1.87,38.45,0.34,30.51,14.54,7.86,2.05,4.33,3.1,6.65,0.03,0.28,0.07,0.02,6.55,6.89,0.11,1.22,5.4,-18.47,NA,15-Mar-25,Mpfula_2025_soil,2024,not_provided,1-Sep-24,195,male,Not_natural,adult,NA,NA,NA,NA,NA,319.6804159,1332.50293,6855.797852,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,NA,2024-09-01T00:00:00Z,2025-03-15T00:00:00Z,408.7639426,251.2609057,346.4454834,342.1331935,274,31,10,314.1592654,0.872169088,343.4580083,4.6,4.823529412,52,2,0.08,1.14,NA,NA,NA,NA,NA,NA,2024-09-01T00:00:00Z,2025-03-01T00:00:00Z,23.86969697,24.03636364,29.375,23.86111111,35.2,37.2,dry,late_wet
B_2024_152,-23.86305,31.58741,Mpfula,2025,2.5,1.08,7.32,547.25,1.61,24.41,76.01,32.71,9.79,25.42,6.25,0.08,0.005,0.12,0.05,0.09,6.61,94.44,0.2,2.19,6.95,-19.32,NA,15-Mar-25,Mpfula_2025_soil,2024,not_provided,1-Sep-24,195,male,Not_natural,adult,NA,NA,NA,NA,NA,319.6804159,1332.50293,6855.797852,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,NA,2024-09-01T00:00:00Z,2025-03-15T00:00:00Z,408.7639426,251.2609057,346.4454834,342.1331935,274,31,10,314.1592654,0.872169088,343.4580083,4.6,4.823529412,52,2,0.08,1.14,NA,NA,NA,NA,NA,NA,2024-09-01T00:00:00Z,2025-03-01T00:00:00Z,23.86969697,24.03636364,29.375,23.86111111,35.2,37.2,dry,late_wet
B_2024_205,-25.07561,31.85144,Lingwe,2025,0.5,6.52,37.64,916.64,0.03,0.005,109.81,40.35,119.64,105.96,65.23,0.02,11.48,0.21,0.09,0.05,4.46,133.64,0.15,1.67,13.23,-20.04,NA,24-Mar-25,Lingwe_2025_soil,2024,not_provided,19-Oct-24,156,female,Natural,adult,NA,NA,NA,NA,NA,95.30878772,2397.155029,1707.17749,South,Basalt,Thickets of the Sabie & Crocodile River,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,519.6536325,2024-10-19T00:00:00Z,2025-03-24T00:00:00Z,588.4572642,501.9256201,536.4557137,554.9220877,1040,76,10,314.1592654,3.310422816,457.9534029,6.34,3.75,2,2,0.18,0.26,NA,NA,NA,NA,NA,NA,2024-10-01T00:00:00Z,2025-03-01T00:00:00Z,22.91111111,23.02727273,28.25,22.61111111,33,34,early_wet,late_wet
B_2024_205,-25.07561,31.85144,Lingwe,2025,2.5,0.75,12.48,360.22,2.09,0.005,40.27,10.93,26.4,27.43,23.64,0.02,0.2,0.1,0.05,0.06,4.37,27.22,0.11,1.29,8.77,-16.29,NA,24-Mar-25,Lingwe_2025_soil,2024,not_provided,19-Oct-24,156,female,Natural,adult,NA,NA,NA,NA,NA,95.30878772,2397.155029,1707.17749,South,Basalt,Thickets of the Sabie & Crocodile River,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,519.6536325,2024-10-19T00:00:00Z,2025-03-24T00:00:00Z,588.4572642,501.9256201,536.4557137,554.9220877,1040,76,10,314.1592654,3.310422816,457.9534029,6.34,3.75,2,2,0.18,0.26,NA,NA,NA,NA,NA,NA,2024-10-01T00:00:00Z,2025-03-01T00:00:00Z,22.91111111,23.02727273,28.25,22.61111111,33,34,early_wet,late_wet
B_2024_205,-25.07561,31.85144,Lingwe,2025,5,1.12,4.88,149.07,0.03,9.15,18.6,4.03,18.42,8.53,8.49,6.63,0.04,0.03,0.05,0.05,6.15,48.58,0.08,1.01,6.84,-16.38,NA,24-Mar-25,Lingwe_2025_soil,2024,not_provided,19-Oct-24,156,female,Natural,adult,NA,NA,NA,NA,NA,95.30878772,2397.155029,1707.17749,South,Basalt,Thickets of the Sabie & Crocodile River,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,519.6536325,2024-10-19T00:00:00Z,2025-03-24T00:00:00Z,588.4572642,501.9256201,536.4557137,554.9220877,1040,76,10,314.1592654,3.310422816,457.9534029,6.34,3.75,2,2,0.18,0.26,NA,NA,NA,NA,NA,NA,2024-10-01T00:00:00Z,2025-03-01T00:00:00Z,22.91111111,23.02727273,28.25,22.61111111,33,34,early_wet,late_wet
B_2024_205,-25.07561,31.85144,Lingwe,2025,10,0.23,4.24,87.82,0.03,3.05,13.27,6.92,27.53,8.22,10.76,45.49,0.29,0.35,0.15,0.07,4.86,22.2,0.08,1.03,6.89,-16.78,NA,24-Mar-25,Lingwe_2025_soil,2024,not_provided,19-Oct-24,156,female,Natural,adult,NA,NA,NA,NA,NA,95.30878772,2397.155029,1707.17749,South,Basalt,Thickets of the Sabie & Crocodile River,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,519.6536325,2024-10-19T00:00:00Z,2025-03-24T00:00:00Z,588.4572642,501.9256201,536.4557137,554.9220877,1040,76,10,314.1592654,3.310422816,457.9534029,6.34,3.75,2,2,0.18,0.26,NA,NA,NA,NA,NA,NA,2024-10-01T00:00:00Z,2025-03-01T00:00:00Z,22.91111111,23.02727273,28.25,22.61111111,33,34,early_wet,late_wet
B_2024_205,-25.07561,31.85144,Lingwe,2025,15,0.43,4.31,89.74,0.03,3.05,13.06,6.8,26.71,7.76,9.98,46.29,0.28,0.15,0.12,0.07,4.94,17.92,0.09,1.12,6.62,-16.66,NA,24-Mar-25,Lingwe_2025_soil,2024,not_provided,19-Oct-24,156,female,Natural,adult,NA,NA,NA,NA,NA,95.30878772,2397.155029,1707.17749,South,Basalt,Thickets of the Sabie & Crocodile River,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,519.6536325,2024-10-19T00:00:00Z,2025-03-24T00:00:00Z,588.4572642,501.9256201,536.4557137,554.9220877,1040,76,10,314.1592654,3.310422816,457.9534029,6.34,3.75,2,2,0.18,0.26,NA,NA,NA,NA,NA,NA,2024-10-01T00:00:00Z,2025-03-01T00:00:00Z,22.91111111,23.02727273,28.25,22.61111111,33,34,early_wet,late_wet
