site,lat,long,line_id,unique_id,year_sampled,nickname,section,y_obs,d_obs,est_d_death,sex,cause_death,age_class,date_sampled,age_days,type,soil_type,region,average_rainfall_mm,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,dist2road,dist2river,dist2aw,feather_count,skull_found,skull_lat,skull_long,rocky_count,notes_24,notes_25,death_date,survey_date,death_month,survey_month,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,dung_e,near_river,near_aw,near_road,z_dung,z_river,z_aw,z_road,ele_pressure_proxy,hyena_density_2015_idw,unique_id_fixed,dis.road.m,date_visit,strike,distance_m,soil_resistance,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,N.per_fol,C.per_fol,N15_fol,C13_fol
B_2025_3,-24.77942,31.85262,Munywini_2025,B_2025_3_2025,2025,Munywini,Tshokwane,2025,19-Feb-25,19-Feb-25,male,DCA,adult,16-Jul-25,147,carcass,Basalt,Central,469.4173786,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,108.501545,1925.599976,1971.451538,16,yes,-24.77921,31.85259,NA,NA,NA,2025-02-19T00:00:00Z,2025-07-16T00:00:00Z,2025-02-01T00:00:00Z,2025-07-01T00:00:00Z,607.9748614,634.2642932,175.95402,539.0150743,22.61060606,22.65,NA,23.78,34.2,34.2,late_wet,dry,149,22,10,314.1592654,0.47428173,358.4560263,1.925707442,-1925.599976,-1971.451538,-108.501545,2.256022353,0.764333581,1.289937697,0.859475162,1.292442198,0.66419466,B_2025_3_2025,130,16-Jul-25,2,1,8754.525736,0.44,5,10,0,0.14,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2025_3,-24.77942,31.85262,Munywini_2025,B_2025_3_2025,2025,Munywini,Tshokwane,2025,19-Feb-25,19-Feb-25,male,DCA,adult,16-Jul-25,147,carcass,Basalt,Central,469.4173786,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,108.501545,1925.599976,1971.451538,16,yes,-24.77921,31.85259,NA,NA,NA,2025-02-19T00:00:00Z,2025-07-16T00:00:00Z,2025-02-01T00:00:00Z,2025-07-01T00:00:00Z,607.9748614,634.2642932,175.95402,539.0150743,22.61060606,22.65,NA,23.78,34.2,34.2,late_wet,dry,149,22,10,314.1592654,0.47428173,358.4560263,1.925707442,-1925.599976,-1971.451538,-108.501545,2.256022353,0.764333581,1.289937697,0.859475162,1.292442198,0.66419466,B_2025_3_2025,130,16-Jul-25,2,2.5,8754.525736,0.44,5,10,0,0.14,5.86,NA,NA,NA,NA,NA,NA,0.02,177.37,4908.79,0.03,0.61,629.47,167.64,146.36,218.14,196.14,0.02,0.47,0.04,0.05,0.06,4.64,125.86,0.27,1.55,10.94,-14.82,NA,NA,NA,NA
B_2022_129,-25.121177,31.33036,Khensani_2025,B_2022_129_2025,2025,Khensani,Pretoriuskop,2022,16-Nov-22,16-Nov-22,female,Management,adult,10-Jul-25,967,carcass,Granite,South,570.5978715,Combretum collinum / Combretum zeyheri woodland,Open-dense Terminalia sericea/Dichrostachys cinereatree savanna.  Pterocarpus angolensis is often a prominent tree,Moderately undulating plains below foothills of Great Escarp.(highest areas of landsys),SK01: Pretoriuskop,930.6087778,2631.378662,3434.723389,0,no,NA,NA,NA,NA,NA,2022-11-16T00:00:00Z,2025-07-10T00:00:00Z,2022-11-01T00:00:00Z,2025-07-01T00:00:00Z,671.8596036,672.6183882,965.7280321,587.7765889,21.83434343,21.72727273,21.69090909,23.33,32.1,33,early_wet,dry,352,38,10,314.1592654,1.120450799,293.0257491,1.098612289,-2631.378662,-3434.723389,-930.6087778,0.780653471,0.584371265,0.373447475,-0.660333327,0.269534721,0.398881864,B_2022_129_2025,931,10-Jul-25,15,1,8207.367877,0.32,5,3,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_111,-23.70814,31.62201,Lala_plam_2025,B_2024_111_2025,2025,Lala plam,Letaba,2024,3/16/2024,3/13/2024,female,Natural,adult,31-Jul-25,505,carcass,Basalt,Central,398.9837588,Combretum / Colophospermum mopane Rugged Veld,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,303.5194598,9998.525391,6202.998535,0,yes,-23.70687,31.62209,NA,NA,NA,2024-03-13T00:00:00Z,2025-07-31T00:00:00Z,2024-03-01T00:00:00Z,2025-07-01T00:00:00Z,416.7074389,268.0431538,371.8625796,372.2890825,23.56161616,23.83181818,23.6625,25.49,34.8,36.9,late_wet,dry,164,27,10,314.1592654,0.522028213,319.5301836,1.987874348,-9998.525391,-6202.998535,-303.5194598,2.366915421,-1.294133729,-1.360404716,0.498950561,0.052831884,0.377940094,B_2024_111_2025,304,31-Jul-25,15,0.5,8207.367877,0.04,5,1,0,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_205,-25.07561,31.85144,Lingwe_2025,B_2024_205_2025,2025,Lingwe,Lower Sabie,2024,not_provided,19-Oct-24,female,Natural,adult,23-Jul-25,277,carcass,Basalt,South,519.6536325,Thickets of the Sabie & Crocodile River,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,95.30878772,2397.155029,1707.17749,5,yes,-25.07554,31.85128,NA,NA,NA,2024-10-19T00:00:00Z,2025-07-23T00:00:00Z,2024-10-01T00:00:00Z,2025-07-01T00:00:00Z,603.3195304,501.9256201,536.4557137,512.5815835,22.91111111,23.02727273,28.25,23.93,33,34,early_wet,dry,1040,76,10,314.1592654,3.310422816,457.9534029,0.231111721,-2397.155029,-1707.17749,-95.30878772,-0.766790421,0.644094558,1.455460311,0.883864273,0.55415718,0.975120716,B_2024_205_2025,83,23-Jul-25,15,0.5,8207.367877,6.34,3.75,2,2,0.18,0.26,NA,NA,NA,NA,NA,NA,6.52,37.64,916.64,0.03,0,109.81,40.35,119.64,105.96,65.23,0.02,11.48,0.21,0.09,0.05,4.46,133.64,0.15,1.67,13.23,-20.04,NA,NA,NA,NA
B_2024_253,-24.73346,31.93419,Joy_2025,B_2024_253_2025,2025,Joy,Tshokwane,2024,not_provided,9-Dec-24,male,Natural,adult,18-Jul-25,221,carcass,Basalt,Central,471.957357,Lebombo South,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,390.418888,4986.561523,4102.267578,8,yes,-24.73377,31.93391,NA,NA,NA,2024-12-09T00:00:00Z,2025-07-18T00:00:00Z,2024-12-01T00:00:00Z,2025-07-01T00:00:00Z,627.6698977,525.2262764,437.2622643,566.7296438,22.70909091,23.1,NA,23.92,34.5,34.5,early_wet,dry,101,16,10,314.1592654,0.321492985,315.9763997,2.219203484,-4986.561523,-4102.267578,-390.418888,2.779559368,-0.016162826,-0.044655096,0.338301824,0.764260817,0.584590347,B_2024_253_2025,1390,18-Jul-25,15,1,8207.367877,60.22,3.255813953,28,23,0.02,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_134,-23.96107,31.37574,Granite_2025,B_2022_134_2025,2025,Granite,Phalaborwa,2022,1-Dec-22,27-Nov-22,female,Natural,adult,30-Jul-25,976,carcass,Granite,Central,374.1327924,Phalaborwa Sandveld,"C.apiculatum/c.mopane/T.pruniodes bush to tree savanna.Chomophytes:Kirkia acuminata,Ficus abutilifolia & Euphorbia cooperi occur",Deeply insiced plains adjoining Olifants R forming rugged irregular bands,PH03: Tsheri,738.7354317,9908.216797,5802.815918,0,no,NA,NA,NA,NA,NA,2022-11-27T00:00:00Z,2025-07-30T00:00:00Z,2022-11-01T00:00:00Z,2025-07-01T00:00:00Z,478.2764382,478.4656453,646.9716971,445.763093,22.97575758,22.97272727,22.99545455,24.87,33.1,35.7,early_wet,dry,128,18,10,314.1592654,0.407436654,328.5521229,1.366091654,-9908.216797,-5802.815918,-738.7354317,1.257782046,-1.271106477,-1.109758566,-0.305622009,-0.357176251,0.343850848,B_2022_134_2025,739,30-Jul-25,10,1,7295.438113,0.06,5,3,0,0.4,2.92,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_131,-23.11294,31.53799,Limpopo_2025,B_2023_131_2025,2025,Limpopo,Shingwedzi,2023,24-Nov-23,10-Nov-23,Female,Natural,Adult,15-Aug-25,644,carcass,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,4.937845573,5822.512207,6665.002441,0,yes,-23.11324,31.53758,NA,NA,NA,2023-11-10T00:00:00Z,2025-08-15T00:00:00Z,2023-11-01T00:00:00Z,2025-08-01T00:00:00Z,377.7071393,345.3684454,220.5473533,418.1238599,23.76313131,23.74545455,24.71818182,26.8875,34.4,37.4,early_wet,dry,424,37,10,314.1592654,1.349633917,301.7845535,0.231111721,-5822.512207,-6665.002441,-4.937845573,-0.766790421,-0.229316927,-1.649771358,1.050930709,-0.398736999,0.304691532,B_2023_131_2025,5,15-Aug-25,10,0.5,7295.438113,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,2.05,101.94,1649.91,239.25,15.25,149.05,75.66,116.25,198.37,180.35,0.02,2.62,0.21,0.06,0.18,5.57,115.47,0.22,1.36,20.61,-17.84,NA,NA,NA,NA
B_2023_131,-23.11294,31.53799,Limpopo_2025,B_2023_131_2025,2025,Limpopo,Shingwedzi,2023,24-Nov-23,10-Nov-23,Female,Natural,Adult,15-Aug-25,644,carcass,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,4.937845573,5822.512207,6665.002441,0,yes,-23.11324,31.53758,NA,NA,NA,2023-11-10T00:00:00Z,2025-08-15T00:00:00Z,2023-11-01T00:00:00Z,2025-08-01T00:00:00Z,377.7071393,345.3684454,220.5473533,418.1238599,23.76313131,23.74545455,24.71818182,26.8875,34.4,37.4,early_wet,dry,424,37,10,314.1592654,1.349633917,301.7845535,0.231111721,-5822.512207,-6665.002441,-4.937845573,-0.766790421,-0.229316927,-1.649771358,1.050930709,-0.398736999,0.304691532,B_2023_131_2025,5,15-Aug-25,10,1,7295.438113,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_131_C,-23.11395,31.538,Limpopo_C_2025,B_2023_131_2025_C,2025,Limpopo_C,Shingwedzi,2023,NA,NA,Female,Natural,Adult,15-Aug-25,NA,control,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,37.35044813,5822.512207,6665.002441,0,NA,NA,NA,NA,NA,"park border and road interfere with 100m N, went 100m S",NA,2025-08-15T00:00:00Z,NA,2025-08-01T00:00:00Z,377.7071393,NA,NA,418.1238599,23.76313131,NA,NA,26.8875,NA,37.4,NA,dry,425,38,10,314.1592654,1.352817016,301.6486088,0.113328685,-5822.512207,-6665.002441,-37.35044813,-0.976891308,-0.229316927,-1.649771358,0.991010364,-0.466242307,0.305060093,B_2023_131_C_2025,5,15-Aug-25,10,0.5,7295.438113,0,0,0,0,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_111,-23.70814,31.62201,Lala_plam_2025,B_2024_111_2025,2025,Lala plam,Letaba,2024,3/16/2024,3/13/2024,female,Natural,adult,31-Jul-25,505,carcass,Basalt,Central,398.9837588,Combretum / Colophospermum mopane Rugged Veld,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,303.5194598,9998.525391,6202.998535,0,yes,-23.70687,31.62209,NA,NA,NA,2024-03-13T00:00:00Z,2025-07-31T00:00:00Z,2024-03-01T00:00:00Z,2025-07-01T00:00:00Z,416.7074389,268.0431538,371.8625796,372.2890825,23.56161616,23.83181818,23.6625,25.49,34.8,36.9,late_wet,dry,164,27,10,314.1592654,0.522028213,319.5301836,1.987874348,-9998.525391,-6202.998535,-303.5194598,2.366915421,-1.294133729,-1.360404716,0.498950561,0.052831884,0.377940094,B_2024_111_2025,304,31-Jul-25,10,0.5,7295.438113,0.04,5,1,0,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_205,-25.07561,31.85144,Lingwe_2025,B_2024_205_2025,2025,Lingwe,Lower Sabie,2024,not_provided,19-Oct-24,female,Natural,adult,23-Jul-25,277,carcass,Basalt,South,519.6536325,Thickets of the Sabie & Crocodile River,A.welwitschii/E.diinorum tree savanna with Spirostachys africana near drainage channels.,Flat-slightly undulating with scattered low koppies & rock outcrops,VU01: Vutome,95.30878772,2397.155029,1707.17749,5,yes,-25.07554,31.85128,NA,NA,NA,2024-10-19T00:00:00Z,2025-07-23T00:00:00Z,2024-10-01T00:00:00Z,2025-07-01T00:00:00Z,603.3195304,501.9256201,536.4557137,512.5815835,22.91111111,23.02727273,28.25,23.93,33,34,early_wet,dry,1040,76,10,314.1592654,3.310422816,457.9534029,0.231111721,-2397.155029,-1707.17749,-95.30878772,-0.766790421,0.644094558,1.455460311,0.883864273,0.55415718,0.975120716,B_2024_205_2025,83,23-Jul-25,10,0.5,7295.438113,6.34,3.75,2,2,0.18,0.26,NA,NA,NA,NA,NA,NA,6.52,37.64,916.64,0.03,0,109.81,40.35,119.64,105.96,65.23,0.02,11.48,0.21,0.09,0.05,4.46,133.64,0.15,1.67,13.23,-20.04,NA,NA,NA,NA
B_2024_253,-24.73346,31.93419,Joy_2025,B_2024_253_2025,2025,Joy,Tshokwane,2024,not_provided,9-Dec-24,male,Natural,adult,18-Jul-25,221,carcass,Basalt,Central,471.957357,Lebombo South,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,390.418888,4986.561523,4102.267578,8,yes,-24.73377,31.93391,NA,NA,NA,2024-12-09T00:00:00Z,2025-07-18T00:00:00Z,2024-12-01T00:00:00Z,2025-07-01T00:00:00Z,627.6698977,525.2262764,437.2622643,566.7296438,22.70909091,23.1,NA,23.92,34.5,34.5,early_wet,dry,101,16,10,314.1592654,0.321492985,315.9763997,2.219203484,-4986.561523,-4102.267578,-390.418888,2.779559368,-0.016162826,-0.044655096,0.338301824,0.764260817,0.584590347,B_2024_253_2025,1390,18-Jul-25,15,0.5,7295.438113,60.22,3.255813953,28,23,0.02,8.2,NA,NA,NA,NA,NA,NA,3.86,213.8,398.64,463.16,109.83,32.78,14.19,170.06,199.5,171.09,1.17,3.71,0.53,0.15,0.22,6.8,204.93,0.36,2.07,27.47,-14.7,NA,NA,NA,NA
B_2024_3,-25.48016,31.33122,Vesel_Perske_2025,B_2024_3_2025,2025,Vesel Perske,Stolsnek,2024,31-Jan-24,31-Jan-24,male,DCA,adult,25-Jun-25,511,carcass,Granite,South,685.6598627,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,380.4944205,2691.323975,4866.108398,0,no,NA,NA,NA,NA,NA,2024-01-31T00:00:00Z,2025-06-25T00:00:00Z,2024-01-01T00:00:00Z,2025-06-01T00:00:00Z,936.6441418,1142.660644,1049.472961,891.4119377,21.88333333,21.76363636,22.09,22.475,30.7,32.5,late_wet,dry,114,32,10,314.1592654,0.36287327,207.2695124,1.265256033,-2691.323975,-4866.108398,-380.4944205,1.077911886,0.569086165,-0.52307108,0.356648931,0.370143976,0.374539674,B_2024_3_2025,380,25-Jun-25,15,0.5,7295.438113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.68,195.36,1641.64,224.92,0,88.77,31.62,374.33,191.99,264.09,0.35,1.05,0.02,0.07,0.16,4.47,39.1,0.13,0.83,23.57,-18.76,NA,NA,NA,NA
B_2024_98,-24.797829,31.8706,Show_Biz_2025,B_2024_98_2025,2025,Show Biz,Tshokwane,2024,4/15/2024,4/14/2024,male,Fighting,adult,14-Jul-25,456,carcass,Basalt,Central,447.8512669,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,107.0284124,1947.372681,2314.832031,0,yes,-24.79654,31.87041,NA,NA,NA,2024-04-14T00:00:00Z,2025-07-14T00:00:00Z,2024-04-01T00:00:00Z,2025-07-01T00:00:00Z,607.9748614,561.192524,533.4564948,539.0150743,22.64090909,22.67727273,22.50714286,23.75,32.7,34.1,dry,dry,99,16,10,314.1592654,0.315126787,356.2991286,0.955511445,-1947.372681,-2314.832031,-107.0284124,0.525390783,0.758781888,1.074868389,0.862198505,0.805309891,0.486836822,B_2024_98_2025,107,14-Jul-25,10,1,7295.438113,1.34,5,39,0,0.28,1.6,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_98,-24.797829,31.8706,Show_Biz_2025,B_2024_98_2025,2025,Show Biz,Tshokwane,2024,4/15/2024,4/14/2024,male,Fighting,adult,14-Jul-25,456,carcass,Basalt,Central,447.8512669,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,107.0284124,1947.372681,2314.832031,0,yes,-24.79654,31.87041,NA,NA,NA,2024-04-14T00:00:00Z,2025-07-14T00:00:00Z,2024-04-01T00:00:00Z,2025-07-01T00:00:00Z,607.9748614,561.192524,533.4564948,539.0150743,22.64090909,22.67727273,22.50714286,23.75,32.7,34.1,dry,dry,99,16,10,314.1592654,0.315126787,356.2991286,0.955511445,-1947.372681,-2314.832031,-107.0284124,0.525390783,0.758781888,1.074868389,0.862198505,0.805309891,0.486836822,B_2024_98_2025,107,14-Jul-25,15,1,7295.438113,1.34,5,39,0,0.28,1.6,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_144,-25.38026,32.01188,Bushwillow_2025,B_2023_144_2025,2025,Bushwillow,Crocodile Bridge,2023,27-Dec-23,20-Dec-23,female,Shot,adult,25-Jul-25,583,carcass,Granite,South,259.9222104,Lebombo South,Dense-moderately dense C.apiculatum/P.rotundifolius bush savanna.  A.nigrescens on clayey soils associated with dolerite dykes & D.africana,Low mts & hills with strongly-slightly undulating landform.  Deeply incised by spruits to form deep narr,SP01: Sabiepoort,14.46152655,NA,NA,0,yes,-25.38052,32.01201,NA,NA,NA,2023-12-20T00:00:00Z,2025-07-25T00:00:00Z,2023-12-01T00:00:00Z,2025-07-01T00:00:00Z,653.958884,710.7391033,629.7137079,560.2425804,22.05454545,22.12727273,22.44545455,22.59,31.3,32.6,early_wet,dry,101,17,10,314.1592654,0.321492985,230.7241277,0.683096845,NA,NA,-14.46152655,0.039458756,NA,NA,1.033324525,0.536391641,0.655550039,B_2023_144_2025,14,25-Jul-25,15,0.5,7034.886752,1,4.875,35,1,0.16,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_134,-23.96107,31.37574,Granite_2025,B_2022_134_2025,2025,Granite,Phalaborwa,2022,1-Dec-22,27-Nov-22,female,Natural,adult,30-Jul-25,976,carcass,Granite,Central,374.1327924,Phalaborwa Sandveld,"C.apiculatum/c.mopane/T.pruniodes bush to tree savanna.Chomophytes:Kirkia acuminata,Ficus abutilifolia & Euphorbia cooperi occur",Deeply insiced plains adjoining Olifants R forming rugged irregular bands,PH03: Tsheri,738.7354317,9908.216797,5802.815918,0,no,NA,NA,NA,NA,NA,2022-11-27T00:00:00Z,2025-07-30T00:00:00Z,2022-11-01T00:00:00Z,2025-07-01T00:00:00Z,478.2764382,478.4656453,646.9716971,445.763093,22.97575758,22.97272727,22.99545455,24.87,33.1,35.7,early_wet,dry,128,18,10,314.1592654,0.407436654,328.5521229,1.366091654,-9908.216797,-5802.815918,-738.7354317,1.257782046,-1.271106477,-1.109758566,-0.305622009,-0.357176251,0.343850848,B_2022_134_2025,739,30-Jul-25,15,1,6565.894302,0.06,5,3,0,0.4,2.92,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_75,-23.0356,30.91466,Xidulu_2025,B_2022_75_2025,2025,Xidulu,Shangoni,2022,13-Aug-22,6-Aug-22,male,Natural,adult,11-Aug-25,1101,carcass,Granite,North,382.399147,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,508.4170685,3462.787598,5057.787598,0,yes,-23.03493,30.91491,NA,NA,NA,2022-08-06T00:00:00Z,2025-08-11T00:00:00Z,2022-08-01T00:00:00Z,2025-08-01T00:00:00Z,401.4586152,366.7219651,347.0202868,522.0948191,23.16161616,22.75454545,23.6,26.4,33.1,36.6,dry,dry,316,24,10,314.1592654,1.00585924,249.8807754,0.076961041,-3462.787598,-5057.787598,-508.4170685,-1.04176376,0.372375238,-0.643125404,0.120161623,-0.298088076,0.353363812,B_2022_75_2025,508,11-Aug-25,15,0.5,6565.894302,8.7,3.2,5,10,NA,0.08,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_131,-23.11294,31.53799,Limpopo_2025,B_2023_131_2025,2025,Limpopo,Shingwedzi,2023,24-Nov-23,10-Nov-23,Female,Natural,Adult,15-Aug-25,644,carcass,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,4.937845573,5822.512207,6665.002441,0,yes,-23.11324,31.53758,NA,NA,NA,2023-11-10T00:00:00Z,2025-08-15T00:00:00Z,2023-11-01T00:00:00Z,2025-08-01T00:00:00Z,377.7071393,345.3684454,220.5473533,418.1238599,23.76313131,23.74545455,24.71818182,26.8875,34.4,37.4,early_wet,dry,424,37,10,314.1592654,1.349633917,301.7845535,0.231111721,-5822.512207,-6665.002441,-4.937845573,-0.766790421,-0.229316927,-1.649771358,1.050930709,-0.398736999,0.304691532,B_2023_131_2025,5,15-Aug-25,15,1,6565.894302,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_131_C,-23.11395,31.538,Limpopo_C_2025,B_2023_131_2025_C,2025,Limpopo_C,Shingwedzi,2023,NA,NA,Female,Natural,Adult,15-Aug-25,NA,control,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,37.35044813,5822.512207,6665.002441,0,NA,NA,NA,NA,NA,"park border and road interfere with 100m N, went 100m S",NA,2025-08-15T00:00:00Z,NA,2025-08-01T00:00:00Z,377.7071393,NA,NA,418.1238599,23.76313131,NA,NA,26.8875,NA,37.4,NA,dry,425,38,10,314.1592654,1.352817016,301.6486088,0.113328685,-5822.512207,-6665.002441,-37.35044813,-0.976891308,-0.229316927,-1.649771358,0.991010364,-0.466242307,0.305060093,B_2023_131_C_2025,5,15-Aug-25,15,0.5,6565.894302,0,0,0,0,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_131_C,-23.11395,31.538,Limpopo_C_2025,B_2023_131_2025_C,2025,Limpopo_C,Shingwedzi,2023,NA,NA,Female,Natural,Adult,15-Aug-25,NA,control,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,37.35044813,5822.512207,6665.002441,0,NA,NA,NA,NA,NA,"park border and road interfere with 100m N, went 100m S",NA,2025-08-15T00:00:00Z,NA,2025-08-01T00:00:00Z,377.7071393,NA,NA,418.1238599,23.76313131,NA,NA,26.8875,NA,37.4,NA,dry,425,38,10,314.1592654,1.352817016,301.6486088,0.113328685,-5822.512207,-6665.002441,-37.35044813,-0.976891308,-0.229316927,-1.649771358,0.991010364,-0.466242307,0.305060093,B_2023_131_C_2025,5,15-Aug-25,15,2.5,6565.894302,0,0,0,0,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
