site,nickname,gender,age,lat,long,date_report,est_d_death,date_visit,age_days,transect,species,distance_m,browsed,notes,year_sampled,unique_id,y_obs,section,age_class,cause_death,soil_type,type,region,average_rainfall_mm,dist2road,dist2river,dist2aw,mass_bones,pellets_dung,elephant_dung,pat_dung,zebra_dung,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_precip_16_25,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,average_temp_16_24,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,ele_density_2017_buf,hyena_density_2015_idw
B_2022_33,Msinya,Male,Sub Adult,-23.06978,30.91227,2023-Apr-04,4/9/2022,8/10/2023,488,E,Colophospermum_mopane,6.7,NA,dng,2023,B_2022_33_2023,2022,Shangoni,sub-adult,Poached,Granite,carcass,North,371.9511807,1089.562752,2585.275391,6672.101074,122.84,NA,1.04,NA,NA,361.1855645,384.218508,382.5109634,415.9791191,22.53181818,23.08636364,23.34090909,22.95505051,32.8,33.4,dry,0.353323974,0.354058543
B_2023_15,Woody,Male,Adult,-25.15009,31.2842,2023-Jan-28,1/25/2023,7/24/2023,180,SW,Strychnos_spinosa,6.7,10,dng,2023,B_2023_15_2023,2023,Pretoriuskop,adult,Natural,Granite,carcass,South,560.6265607,124.7936758,648.3532715,2191.235352,0.54,0.04,3.36,NA,NA,647.1735821,925.7168159,974.2053509,727.2266557,21.39545455,21.44090909,21.61363636,21.48686869,32,32,late_wet,1.072704316,0.402141471
B_2023_19,Flats,Female,Adult,-23.0671,31.3515,2023-Feb-23,2/21/2023,8/8/2023,168,SW,Colophospermum_mopane,6.5,6,NA,2023,B_2023_19_2023,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,409.2332781,1133.617664,2712.178955,3233.879639,0.99,0.01,10.93,0.29,NA,441.4717784,180.15639,375.5803435,403.9019436,23.71818182,24.04545455,24.08181818,23.81212121,35.2,35.2,late_wet,1.104535305,0.238616085
B_2022_32,Matjulu,Male,Adult,-25.43333,31.45576,2022-Apr-15,4/15/2022,9/1/2023,504,E,Dichrostachys_cinerea,6.5,10,NA,2023,B_2022_32_2023,2022,Malelane,adult,DCA,Granite,carcass,South,577.8625054,610.7124974,5269.643555,3756.808594,19.68,0.75,5.15,NA,NA,805.0668554,1108.148101,1117.154033,814.0947027,21.80454545,22.25454545,22.45454545,22.27878788,31.8,31.6,dry,0.44881694,0.45250133
B_2023_15,Woody,Male,Adult,-25.15009,31.2842,2023-Jan-28,1/25/2023,7/24/2023,180,SW,Terminalia_sericea,6.5,0,dng,2023,B_2023_15_2023,2023,Pretoriuskop,adult,Natural,Granite,carcass,South,560.6265607,124.7936758,648.3532715,2191.235352,0.54,0.04,3.36,NA,NA,647.1735821,925.7168159,974.2053509,727.2266557,21.39545455,21.44090909,21.61363636,21.48686869,32,32,late_wet,1.072704316,0.402141471
B_2021_17,Girivana,Female,Adult,-24.37008,31.70227,2021-Mar-31,3/27/2021,7/26/2023,851,NW,Dichrostachys_cinerea,6.4,6,dng,2023,B_2021_17_2023,2021,Satara,adult,Natural,Basalt,carcass,Central,474.2091277,23.52491742,7637.553711,3249.246826,0.03,0.07,NA,NA,0.42,723.319037,511.765388,679.9421709,532.2210876,22.42727273,22.43181818,22.96363636,22.72525253,32.5,32.8,late_wet,1.002676141,0.630766965
B_2022_61,Mopane,Male,Adult,-23.12896,31.43464,2022-Jul-07,7/7/2022,8/9/2023,398,E,Colophospermum_mopane,6.3,1,dng,2023,B_2022_61_2023,2022,Shingwedzi,adult,DCA,Basalt,carcass,North,384.6655571,524.4575113,1548.173096,2296.010254,25.69,0.01,0.55,NA,NA,400.0614641,348.7654159,349.3315204,373.3621478,23.18636364,23.85909091,23.85909091,23.62474747,34.4,35,dry,2.247267796,0.208349568
B_2022_61,Mopane,Male,Adult,-23.12896,31.43464,2022-Jul-07,7/7/2022,8/9/2023,398,E,Colophospermum_mopane,6.3,5,dng,2023,B_2022_61_2023,2022,Shingwedzi,adult,DCA,Basalt,carcass,North,384.6655571,524.4575113,1548.173096,2296.010254,25.69,0.01,0.55,NA,NA,400.0614641,348.7654159,349.3315204,373.3621478,23.18636364,23.85909091,23.85909091,23.62474747,34.4,35,dry,2.247267796,0.208349568
B_2023_32,Phugwane,Female,Adult,-23.05046,31.26916,2023-Apr-19,4/19/2023,8/9/2023,112,N,Colophospermum_mopane,6.3,5,dng,2023,B_2023_32_2023,2023,Shingwedzi,adult,Management,Granite,carcass,North,409.5510445,1374.971616,2226.422852,6070.612793,5.62,NA,7.27,NA,NA,415.0487573,206.4700146,407.1239786,433.9890018,23.55,23.85909091,23.93181818,23.65858586,34.8,34.8,dry,0.770309925,0.387662149
B_2022_31,Bububu,Male,Adult,-23.07579,30.91659,2023-Apr-05,4/10/2022,8/10/2023,487,NE,Colophospermum_mopane,6.2,5,NA,2023,B_2022_31_2023,2022,Shangoni,adult,Poached,Granite,carcass,North,379.1720883,1199.898649,2460.64209,6797.304199,39.75,NA,2.55,0.05,NA,361.1855645,384.218508,382.5109634,415.9791191,22.53181818,23.08636364,23.34090909,22.95505051,32.8,33.4,dry,0.073211274,0.351075808
B_2022_61,Mopane,Male,Adult,-23.12896,31.43464,2022-Jul-07,7/7/2022,8/9/2023,398,NE,Colophospermum_mopane,6.2,4,dng,2023,B_2022_61_2023,2022,Shingwedzi,adult,DCA,Basalt,carcass,North,384.6655571,524.4575113,1548.173096,2296.010254,25.69,0.01,0.55,NA,NA,400.0614641,348.7654159,349.3315204,373.3621478,23.18636364,23.85909091,23.85909091,23.62474747,34.4,35,dry,2.247267796,0.208349568
B_2019_51,Goldilocks,Male,Adult,-25.00095,31.47464,2019-Jul-09,7/9/2019,7/27/2023,1479,NE,Acacia_nigrescens,6.1,4,dng,2023,B_2019_51_2023,2019,Skukuza,adult,Management,Granite,carcass,South,554.9358696,458.962897,2215.163086,4068.99585,109.14,0.18,0.12,0.03,NA,507.0473132,499.5334642,733.8088856,565.1577309,22.42272727,21.91363636,22.37727273,22.22323232,32.7,31.6,dry,0.413802852,0.691881655
B_2022_30,Airport,Male,Adult,-24.970945,31.619322,2022-Apr-15,4/15/2022,7/20/2023,461,N,Grewia_rosacea,6,0,NA,2023,B_2022_30_2023,2022,Skukuza,adult,DCA,Granite,carcass,South,475.9185388,632.8392603,1640.893921,4457.464355,0.13,0.46,NA,NA,NA,578.2764215,709.1182847,695.2746511,554.5272274,21.95,22.24090909,22.50454545,22.31717172,32.1,31.7,dry,1.228676161,1.091078465
B_2022_30,Airport,Male,Adult,-24.970945,31.619322,2022-Apr-15,4/15/2022,7/20/2023,461,NE,Grewia_bicolor,6,5,NA,2023,B_2022_30_2023,2022,Skukuza,adult,DCA,Granite,carcass,South,475.9185388,632.8392603,1640.893921,4457.464355,0.13,0.46,NA,NA,NA,578.2764215,709.1182847,695.2746511,554.5272274,21.95,22.24090909,22.50454545,22.31717172,32.1,31.7,dry,1.228676161,1.091078465
B_2022_31,Bububu,Male,Adult,-23.07579,30.91659,2023-Apr-05,4/10/2022,8/10/2023,487,NW,Colophospermum_mopane,6,4,NA,2023,B_2022_31_2023,2022,Shangoni,adult,Poached,Granite,carcass,North,379.1720883,1199.898649,2460.64209,6797.304199,39.75,NA,2.55,0.05,NA,361.1855645,384.218508,382.5109634,415.9791191,22.53181818,23.08636364,23.34090909,22.95505051,32.8,33.4,dry,0.073211274,0.351075808
B_2023_38,Mahlati,Male,Adult,-23.26031,31.46411,2023-May-26,5/12/2023,8/7/2023,87,NE,Colophospermum_mopane,6,10,dng,2023,B_2023_38_2023,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,402.0563411,23.69814816,10152.50586,4480.57959,104.99,NA,9.58,NA,NA,357.7837964,214.9998305,365.3916154,386.7207959,23.51818182,23.63636364,23.76363636,23.52474747,34.6,34.6,dry,0.964478955,0.420685321
B_2023_38,Mahlati,Male,Adult,-23.26031,31.46411,2023-May-26,5/12/2023,8/7/2023,87,SW,Colophospermum_mopane,6,NA,dng,2023,B_2023_38_2023,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,402.0563411,23.69814816,10152.50586,4480.57959,104.99,NA,9.58,NA,NA,357.7837964,214.9998305,365.3916154,386.7207959,23.51818182,23.63636364,23.76363636,23.52474747,34.6,34.6,dry,0.964478955,0.420685321
B_2022_33,Msinya,Male,Sub Adult,-23.06978,30.91227,2023-Apr-04,4/9/2022,8/10/2023,488,N,Colophospermum_mopane,6,2,dng,2023,B_2022_33_2023,2022,Shangoni,sub-adult,Poached,Granite,carcass,North,371.9511807,1089.562752,2585.275391,6672.101074,122.84,NA,1.04,NA,NA,361.1855645,384.218508,382.5109634,415.9791191,22.53181818,23.08636364,23.34090909,22.95505051,32.8,33.4,dry,0.353323974,0.354058543
B_2022_37,Nhlanganini,Male,Adult,-23.86798,31.54196,2022-May-04,4/28/2022,8/17/2023,476,SE,Colophospermum_mopane,6,9,dng,2023,B_2022_37_2023,2022,Letaba,adult,Natural,Basalt,carcass,Central,366.0817611,139.2737201,4837.447266,8105.197266,35.36,NA,2.87,NA,NA,411.3091843,464.5164974,457.9195652,416.4311916,23.40909091,23.73181818,24.00454545,23.71111111,34.8,34,dry,1.00585924,0.374042789
B_2023_32,Phugwane,Female,Adult,-23.05046,31.26916,2023-Apr-19,4/19/2023,8/9/2023,112,W,Colophospermum_mopane,6,7,dng,2023,B_2023_32_2023,2023,Shingwedzi,adult,Management,Granite,carcass,North,409.5510445,1374.971616,2226.422852,6070.612793,5.62,NA,7.27,NA,NA,415.0487573,206.4700146,407.1239786,433.9890018,23.55,23.85909091,23.93181818,23.65858586,34.8,34.8,dry,0.770309925,0.387662149
B_2018_49,Phys,Male,Adult,-23.14099,31.42011,2018-Apr-03,3/29/2018,8/3/2023,1953,SE,Philenoptera_violacea,6,8,dng,2023,B_2018_49_2023,2018,Shingwedzi,adult,Natural,Basalt,carcass,North,388.6570397,195.1518768,3655.055664,896.7581177,70.43,0.36,0.72,NA,0.06,404.2888272,330.6866746,349.3315204,373.3621478,23.27727273,23.72727273,23.85909091,23.62474747,33.2,35,late_wet,2.330028367,0.151754985
B_2023_31,Vutomi,Male,Adult,-24.70187,31.89956,2023-Apr-21,4/17/2023,9/5/2023,141,SW,unknown_felled,6,NA,dng,2023,B_2023_31_2023,2023,Tshokwane,adult,Natural,Basalt,carcass,Central,473.5326038,1853.167428,6184.555664,4709.125977,186.32,NA,12.9,NA,NA,893.5575585,571.4666023,901.5383568,642.4674722,22.41818182,22.56363636,22.80909091,22.5969697,32.3,32.3,dry,0.270563403,0.589239177
B_2023_15,Woody,Male,Adult,-25.15009,31.2842,2023-Jan-28,1/25/2023,7/24/2023,180,SE,Combretum_collinum,6,9,dng,2023,B_2023_15_2023,2023,Pretoriuskop,adult,Natural,Granite,carcass,South,560.6265607,124.7936758,648.3532715,2191.235352,0.54,0.04,3.36,NA,NA,647.1735821,925.7168159,974.2053509,727.2266557,21.39545455,21.44090909,21.61363636,21.48686869,32,32,late_wet,1.072704316,0.402141471
B_2022_61,Mopane,Male,Adult,-23.12896,31.43464,2022-Jul-07,7/7/2022,8/9/2023,398,NW,Colophospermum_mopane,5.7,2,dng,2023,B_2022_61_2023,2022,Shingwedzi,adult,DCA,Basalt,carcass,North,384.6655571,524.4575113,1548.173096,2296.010254,25.69,0.01,0.55,NA,NA,400.0614641,348.7654159,349.3315204,373.3621478,23.18636364,23.85909091,23.85909091,23.62474747,34.4,35,dry,2.247267796,0.208349568
B_2023_38,Mahlati,Male,Adult,-23.26031,31.46411,2023-May-26,5/12/2023,8/7/2023,87,N,Colophospermum_mopane,5.6,5,dng,2023,B_2023_38_2023,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,402.0563411,23.69814816,10152.50586,4480.57959,104.99,NA,9.58,NA,NA,357.7837964,214.9998305,365.3916154,386.7207959,23.51818182,23.63636364,23.76363636,23.52474747,34.6,34.6,dry,0.964478955,0.420685321
B_2022_32,Matjulu,Male,Adult,-25.43333,31.45576,2022-Apr-15,4/15/2022,9/1/2023,504,E,Dichrostachys_cinerea,5.6,8,NA,2023,B_2022_32_2023,2022,Malelane,adult,DCA,Granite,carcass,South,577.8625054,610.7124974,5269.643555,3756.808594,19.68,0.75,5.15,NA,NA,805.0668554,1108.148101,1117.154033,814.0947027,21.80454545,22.25454545,22.45454545,22.27878788,31.8,31.6,dry,0.44881694,0.45250133
B_2022_33,Msinya,Male,Sub Adult,-23.06978,30.91227,2023-Apr-04,4/9/2022,8/10/2023,488,E,Colophospermum_mopane,5.6,NA,dng,2023,B_2022_33_2023,2022,Shangoni,sub-adult,Poached,Granite,carcass,North,371.9511807,1089.562752,2585.275391,6672.101074,122.84,NA,1.04,NA,NA,361.1855645,384.218508,382.5109634,415.9791191,22.53181818,23.08636364,23.34090909,22.95505051,32.8,33.4,dry,0.353323974,0.354058543
B_2022_30,Airport,Male,Adult,-24.970945,31.619322,2022-Apr-15,4/15/2022,7/20/2023,461,NW,Grewia_flavescens,5.5,9,NA,2023,B_2022_30_2023,2022,Skukuza,adult,DCA,Granite,carcass,South,475.9185388,632.8392603,1640.893921,4457.464355,0.13,0.46,NA,NA,NA,578.2764215,709.1182847,695.2746511,554.5272274,21.95,22.24090909,22.50454545,22.31717172,32.1,31.7,dry,1.228676161,1.091078465
B_2023_5,Giriyondo,Male,Adult,-23.70609,31.57687,2023-Jan-12,1/10/2023,8/18/2023,220,SW,Colophospermum_mopane,5.5,9,NA,2023,B_2023_5_2023,2023,Letaba,adult,Natural,Basalt,carcass,Central,360.4362185,19.14731014,7000.228027,4334.963867,3.38,NA,6.73,0.18,NA,322.6516035,351.8327339,393.2765558,383.8360305,23.36818182,23.55909091,23.66818182,23.40909091,34.1,33.8,late_wet,0.547493004,0.372302675
B_2019_51,Goldilocks,Male,Adult,-25.00095,31.47464,2019-Jul-09,7/9/2019,7/27/2023,1479,W,Cissus_cornifolia,5.5,10,dng,2023,B_2019_51_2023,2019,Skukuza,adult,Management,Granite,carcass,South,554.9358696,458.962897,2215.163086,4068.99585,109.14,0.18,0.12,0.03,NA,507.0473132,499.5334642,733.8088856,565.1577309,22.42272727,21.91363636,22.37727273,22.22323232,32.7,31.6,dry,0.413802852,0.691881655
B_2020_6,Mandzemba,Male,Adult,-23.0362,31.48537,2020-Feb-01,1/30/2020,8/15/2023,1293,N,Dichrostachys_cinerea,5.5,0,NA,2023,B_2020_6_2023,2020,Shingwedzi,adult,Natural,Basalt,carcass,North,409.7337338,1423.558839,8430.255859,3671.312012,38.95,NA,0.53,NA,NA,362.7603145,496.7391738,317.9373112,369.3038834,24.09090909,23.45,23.95909091,23.73787879,34.3,34.5,late_wet,0.576140894,0.294573147
B_2023_38,Mahlati,Male,Adult,-23.26031,31.46411,2023-May-26,5/12/2023,8/7/2023,87,N,Combretum_mossambicense,5.4,0,dng,2023,B_2023_38_2023,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,402.0563411,23.69814816,10152.50586,4480.57959,104.99,NA,9.58,NA,NA,357.7837964,214.9998305,365.3916154,386.7207959,23.51818182,23.63636364,23.76363636,23.52474747,34.6,34.6,dry,0.964478955,0.420685321
B_2022_61,Mopane,Male,Adult,-23.12896,31.43464,2022-Jul-07,7/7/2022,8/9/2023,398,N,Colophospermum_mopane,5.4,8,dng,2023,B_2022_61_2023,2022,Shingwedzi,adult,DCA,Basalt,carcass,North,384.6655571,524.4575113,1548.173096,2296.010254,25.69,0.01,0.55,NA,NA,400.0614641,348.7654159,349.3315204,373.3621478,23.18636364,23.85909091,23.85909091,23.62474747,34.4,35,dry,2.247267796,0.208349568
B_2022_33,Msinya,Male,Sub Adult,-23.06978,30.91227,2023-Apr-04,4/9/2022,8/10/2023,488,N,Colophospermum_mopane,5.4,NA,dng,2023,B_2022_33_2023,2022,Shangoni,sub-adult,Poached,Granite,carcass,North,371.9511807,1089.562752,2585.275391,6672.101074,122.84,NA,1.04,NA,NA,361.1855645,384.218508,382.5109634,415.9791191,22.53181818,23.08636364,23.34090909,22.95505051,32.8,33.4,dry,0.353323974,0.354058543
B_2020_6,Mandzemba,Male,Adult,-23.0362,31.48537,2020-Feb-01,1/30/2020,8/15/2023,1293,N,Colophospermum_mopane,5.2,NA,NA,2023,B_2020_6_2023,2020,Shingwedzi,adult,Natural,Basalt,carcass,North,409.7337338,1423.558839,8430.255859,3671.312012,38.95,NA,0.53,NA,NA,362.7603145,496.7391738,317.9373112,369.3038834,24.09090909,23.45,23.95909091,23.73787879,34.3,34.5,late_wet,0.576140894,0.294573147
B_2018_49,Phys,Male,Adult,-23.14099,31.42011,2018-Apr-03,3/29/2018,8/3/2023,1953,E,Colophospermum_mopane,5.2,0,dng,2023,B_2018_49_2023,2018,Shingwedzi,adult,Natural,Basalt,carcass,North,388.6570397,195.1518768,3655.055664,896.7581177,70.43,0.36,0.72,NA,0.06,404.2888272,330.6866746,349.3315204,373.3621478,23.27727273,23.72727273,23.85909091,23.62474747,33.2,35,late_wet,2.330028367,0.151754985
B_2018_49,Phys,Male,Adult,-23.14099,31.42011,2018-Apr-03,3/29/2018,8/3/2023,1953,SE,Philenoptera_violacea,5.2,1,dng,2023,B_2018_49_2023,2018,Shingwedzi,adult,Natural,Basalt,carcass,North,388.6570397,195.1518768,3655.055664,896.7581177,70.43,0.36,0.72,NA,0.06,404.2888272,330.6866746,349.3315204,373.3621478,23.27727273,23.72727273,23.85909091,23.62474747,33.2,35,late_wet,2.330028367,0.151754985
B_2022_75,Xidulu,Male,Adult,-23.0356,30.91466,2022-Aug-13,8/6/2022,8/11/2023,370,E,Colophospermum_mopane,5.1,8,dng,2023,B_2022_75_2023,2022,Shangoni,adult,Natural,Granite,carcass,North,382.399147,508.4170685,3462.787598,5057.787598,20.51,0.08,11.74,NA,NA,366.7219651,347.0202868,347.0202868,401.4586152,22.75454545,23.6,23.51818182,23.16161616,33.1,33.7,dry,1.00585924,0.353363812
B_2022_99,Alastair Sinclair,Female,Adult,-24.412841,31.968918,2022-Nov-23,11/19/2022,8/22/2023,276,NW,Grewia_bicolor,5,10,NA,2023,B_2022_99_2023,2022,N'wanetsi,adult,Natural,Basalt,carcass,Central,430.5791748,67.81955657,1533.990479,3461.485352,1.5,NA,0.34,0.15,NA,619.6189351,757.478292,702.6497264,564.483619,23.35909091,23.22727273,23.59090909,23.40454545,33.6,33.6,early_wet,0.563408499,0.312610808
B_2023_5,Giriyondo,Male,Adult,-23.70609,31.57687,2023-Jan-12,1/10/2023,8/18/2023,220,N,Colophospermum_mopane,5,8,NA,2023,B_2023_5_2023,2023,Letaba,adult,Natural,Basalt,carcass,Central,360.4362185,19.14731014,7000.228027,4334.963867,3.38,NA,6.73,0.18,NA,322.6516035,351.8327339,393.2765558,383.8360305,23.36818182,23.55909091,23.66818182,23.40909091,34.1,33.8,late_wet,0.547493004,0.372302675
B_2023_5,Giriyondo,Male,Adult,-23.70609,31.57687,2023-Jan-12,1/10/2023,8/18/2023,220,W,Colophospermum_mopane,5,8,NA,2023,B_2023_5_2023,2023,Letaba,adult,Natural,Basalt,carcass,Central,360.4362185,19.14731014,7000.228027,4334.963867,3.38,NA,6.73,0.18,NA,322.6516035,351.8327339,393.2765558,383.8360305,23.36818182,23.55909091,23.66818182,23.40909091,34.1,33.8,late_wet,0.547493004,0.372302675
B_2022_54,Marheya,Male,Adult,-24.54332,31.79992,2022-Aug-29,6/30/2022,8/21/2023,417,SW,Gymnosporia_senegalensis,5,1,dng,2023,B_2022_54_2023,2022,N'wanetsi,adult,Natural,Basalt,carcass,Central,454.4447684,2159.596738,3178.992432,4256.434082,31.55,0.03,3.28,NA,0.02,548.5995536,697.8758569,723.3077826,545.4777867,22.15,22.87272727,22.81818182,22.6520202,32.3,32.4,dry,0.884901484,0.859840855
B_2022_61,Mopane,Male,Adult,-23.12896,31.43464,2022-Jul-07,7/7/2022,8/9/2023,398,SE,Colophospermum_mopane,5,6,dng,2023,B_2022_61_2023,2022,Shingwedzi,adult,DCA,Basalt,carcass,North,384.6655571,524.4575113,1548.173096,2296.010254,25.69,0.01,0.55,NA,NA,400.0614641,348.7654159,349.3315204,373.3621478,23.18636364,23.85909091,23.85909091,23.62474747,34.4,35,dry,2.247267796,0.208349568
B_2022_75,Xidulu,Male,Adult,-23.0356,30.91466,2022-Aug-13,8/6/2022,8/11/2023,370,E,Colophospermum_mopane,5,NA,dng,2023,B_2022_75_2023,2022,Shangoni,adult,Natural,Granite,carcass,North,382.399147,508.4170685,3462.787598,5057.787598,20.51,0.08,11.74,NA,NA,366.7219651,347.0202868,347.0202868,401.4586152,22.75454545,23.6,23.51818182,23.16161616,33.1,33.7,dry,1.00585924,0.353363812
B_2023_21,Marula,Male,Adult,-25.08175,31.52685,2023-Feb-25,2/21/2023,7/20/2023,149,SE,Combretum_apiculatum,4.9,6,NA,2023,B_2023_21_2023,2023,Skukuza,adult,Natural,Granite,carcass,South,484.1252237,397.1828108,4222.413086,3396.848633,1.2,0.15,2.87,NA,NA,806.5520139,437.8057995,753.3287711,551.7532495,22.02272727,22.45,22.45909091,22.29494949,31.5,31.5,late_wet,0.61433808,0.336212901
B_2023_21,Marula,Male,Adult,-25.08175,31.52685,2023-Feb-25,2/21/2023,7/20/2023,149,W,Combretum_apiculatum,4.9,9,broken by elephant,2023,B_2023_21_2023,2023,Skukuza,adult,Natural,Granite,carcass,South,484.1252237,397.1828108,4222.413086,3396.848633,1.2,0.15,2.87,NA,NA,806.5520139,437.8057995,753.3287711,551.7532495,22.02272727,22.45,22.45909091,22.29494949,31.5,31.5,late_wet,0.61433808,0.336212901
B_2023_15,Woody,Male,Adult,-25.15009,31.2842,2023-Jan-28,1/25/2023,7/24/2023,180,S,Terminalia_sericea,4.9,NA,dng,2023,B_2023_15_2023,2023,Pretoriuskop,adult,Natural,Granite,carcass,South,560.6265607,124.7936758,648.3532715,2191.235352,0.54,0.04,3.36,NA,NA,647.1735821,925.7168159,974.2053509,727.2266557,21.39545455,21.44090909,21.61363636,21.48686869,32,32,late_wet,1.072704316,0.402141471
B_2023_38,Mahlati,Male,Adult,-23.26031,31.46411,2023-May-26,5/12/2023,8/7/2023,87,E,Colophospermum_mopane,4.8,8,dng,2023,B_2023_38_2023,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,402.0563411,23.69814816,10152.50586,4480.57959,104.99,NA,9.58,NA,NA,357.7837964,214.9998305,365.3916154,386.7207959,23.51818182,23.63636364,23.76363636,23.52474747,34.6,34.6,dry,0.964478955,0.420685321
B_2020_100,Albasini,Male,Adult,-25.08936,31.244,2020-Dec-09,12/3/2020,8/29/2023,999,N,Dichrostachys_cinerea,4.6,10,insect damage,2023,B_2020_100_2023,2020,Pretoriuskop,adult,Natural,Granite,carcass,South,612.5492397,304.6948127,6418.899414,1380.727539,3.13,0.1,1.78,0.41,0.44,627.2409425,895.8774095,861.9257221,656.2625482,21.48636364,21.21818182,21.91363636,21.78080808,31.5,32.3,early_wet,0.633436674,0.599593232
B_2020_100,Albasini,Male,Adult,-25.08936,31.244,2020-Dec-09,12/3/2020,8/29/2023,999,W,Combretum_apiculatum,4.6,6,insect damage,2023,B_2020_100_2023,2020,Pretoriuskop,adult,Natural,Granite,carcass,South,612.5492397,304.6948127,6418.899414,1380.727539,3.13,0.1,1.78,0.41,0.44,627.2409425,895.8774095,861.9257221,656.2625482,21.48636364,21.21818182,21.91363636,21.78080808,31.5,32.3,early_wet,0.633436674,0.599593232
B_2023_8,Daga,Female,Adult,-23.03274,31.36065,2023-Jan-20,1/17/2023,8/8/2023,203,E,Salvadora_australis,4.6,4,dng,2023,B_2023_8_2023,2023,Vlakteplaas,adult,Natural,Basalt,carcass,North,392.7141317,396.9509186,3050.477783,2479.92749,19.23,0.08,48.47,0.09,NA,289.6736453,270.1842053,346.3965981,377.6306918,23.95454545,23.96363636,24.17272727,23.92121212,35.5,35.5,late_wet,0.958112757,0.120617115
B_2022_54,Marheya,Male,Adult,-24.54332,31.79992,2022-Aug-29,6/30/2022,8/21/2023,417,W,Dichrostachys_cinerea,4.6,8,dng,2023,B_2022_54_2023,2022,N'wanetsi,adult,Natural,Basalt,carcass,Central,454.4447684,2159.596738,3178.992432,4256.434082,31.55,0.03,3.28,NA,0.02,548.5995536,697.8758569,723.3077826,545.4777867,22.15,22.87272727,22.81818182,22.6520202,32.3,32.4,dry,0.884901484,0.859840855
B_2020_100,Albasini,Male,Adult,-25.08936,31.244,2020-Dec-09,12/3/2020,8/29/2023,999,S,Gymnosporia_senegalensis,4.4,9,insect damage,2023,B_2020_100_2023,2020,Pretoriuskop,adult,Natural,Granite,carcass,South,612.5492397,304.6948127,6418.899414,1380.727539,3.13,0.1,1.78,0.41,0.44,627.2409425,895.8774095,861.9257221,656.2625482,21.48636364,21.21818182,21.91363636,21.78080808,31.5,32.3,early_wet,0.633436674,0.599593232
B_2022_31,Bububu,Male,Adult,-23.07579,30.91659,2023-Apr-05,4/10/2022,8/10/2023,487,E,Colophospermum_mopane,4.4,3,significant mopane worm defoliation,2023,B_2022_31_2023,2022,Shangoni,adult,Poached,Granite,carcass,North,379.1720883,1199.898649,2460.64209,6797.304199,39.75,NA,2.55,0.05,NA,361.1855645,384.218508,382.5109634,415.9791191,22.53181818,23.08636364,23.34090909,22.95505051,32.8,33.4,dry,0.073211274,0.351075808
B_2022_11,Big Bull,Male,Adult,-24.536754,31.882148,2022-Feb-22,2/15/2022,7/25/2023,525,NW,Dichrostachys_cinerea,4.3,0,NA,2023,B_2022_11_2023,2022,N'wanetsi,adult,Fighting,Basalt,carcass,Central,405.5562511,1645.319292,4528.797363,5264.649902,93.12,NA,NA,NA,NA,439.8931763,710.5236981,617.0794928,484.8011507,22.81818182,22.89545455,23.35909091,23.13333333,33.1,33.2,late_wet,0.25146481,0.686030478
B_2022_37,Nhlanganini,Male,Adult,-23.86798,31.54196,2022-May-04,4/28/2022,8/17/2023,476,N,Colophospermum_mopane,4.3,10,dng,2023,B_2022_37_2023,2022,Letaba,adult,Natural,Basalt,carcass,Central,366.0817611,139.2737201,4837.447266,8105.197266,35.36,NA,2.87,NA,NA,411.3091843,464.5164974,457.9195652,416.4311916,23.40909091,23.73181818,24.00454545,23.71111111,34.8,34,dry,1.00585924,0.374042789
B_2023_21,Marula,Male,Adult,-25.08175,31.52685,2023-Feb-25,2/21/2023,7/20/2023,149,S,Combretum_apiculatum,4.2,5,NA,2023,B_2023_21_2023,2023,Skukuza,adult,Natural,Granite,carcass,South,484.1252237,397.1828108,4222.413086,3396.848633,1.2,0.15,2.87,NA,NA,806.5520139,437.8057995,753.3287711,551.7532495,22.02272727,22.45,22.45909091,22.29494949,31.5,31.5,late_wet,0.61433808,0.336212901
B_2023_15,Woody,Male,Adult,-25.15009,31.2842,2023-Jan-28,1/25/2023,7/24/2023,180,NE,Dichrostachys_cinerea,4.2,2,dng,2023,B_2023_15_2023,2023,Pretoriuskop,adult,Natural,Granite,carcass,South,560.6265607,124.7936758,648.3532715,2191.235352,0.54,0.04,3.36,NA,NA,647.1735821,925.7168159,974.2053509,727.2266557,21.39545455,21.44090909,21.61363636,21.48686869,32,32,late_wet,1.072704316,0.402141471
B_2023_5,Giriyondo,Male,Adult,-23.70609,31.57687,2023-Jan-12,1/10/2023,8/18/2023,220,W,Colophospermum_mopane,4.1,9,NA,2023,B_2023_5_2023,2023,Letaba,adult,Natural,Basalt,carcass,Central,360.4362185,19.14731014,7000.228027,4334.963867,3.38,NA,6.73,0.18,NA,322.6516035,351.8327339,393.2765558,383.8360305,23.36818182,23.55909091,23.66818182,23.40909091,34.1,33.8,late_wet,0.547493004,0.372302675
