site,nickname,gender,age,lat,long,date_report,est_d_death,date_visit,age_days,transect,species,distance_m,browsed,notes,year_sampled,unique_id,y_obs,section,age_class,cause_death,soil_type,type,region,average_rainfall_mm,dist2road,dist2river,dist2aw,mass_bones,pellets_dung,elephant_dung,pat_dung,zebra_dung,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_precip_16_25,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,average_temp_16_24,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,ele_density_2017_buf,hyena_density_2015_idw
B_2023_144_C,Bushwillow_C,NA,NA,-25.37934,32.01184,NA,NA,25-Jul-25,NA,NW,Pterocarpus_rotundifolius,12.8,2,NA,2025,B_2023_144_2025_C,2023,Crocodile Bridge,adult,Shot,Granite,control,South,259.9222104,84.30479167,NA,NA,0,NA,NA,NA,NA,NA,NA,560.2425804,653.958884,NA,NA,22.59,22.05454545,NA,32.6,NA,0.321492985,0.657786227
B_2023_8_C,Daga_C,NA,NA,-23.03176,31.36067,NA,NA,19-Aug-25,NA,E,Salvadora_australis,12.8,1,NA,2025,B_2023_8_2025_C,2023,Vlakteplaas,adult,Natural,Basalt,control,North,392.7141317,446.2143916,3050.477783,2479.92749,0,NA,0.34,NA,NA,NA,NA,439.2186296,377.6306918,NA,NA,27.5,23.92121212,NA,37.8,NA,0.999493043,0.124219313
B_2022_134,Granite,NA,NA,-23.96107,31.37574,NA,27-Nov-22,30-Jul-25,976,W,Colophospermum_mopane,12.8,3,NA,2025,B_2022_134_2025,2022,Phalaborwa,adult,Natural,Granite,carcass,Central,374.1327924,738.7354317,9908.216797,5802.815918,0.06,0.4,2.92,NA,0.02,478.4656453,646.9716971,445.763093,478.2764382,22.97272727,22.99545455,24.87,22.97575758,33.1,35.7,early_wet,0.407436654,0.343850848
B_2016_106,Junction,NA,NA,-23.09553,31.41744,NA,15-Sep-16,12-Aug-25,3253,SW,Searsia_gueinzii,12.8,10,NA,2025,B_2016_106_2025,2016,Shingwedzi,adult,Natural,Basalt,carcass,North,383.2762202,75.92879753,1850.584839,2457.511963,16.74,0.4,0.4,NA,0.1,159.0696924,586.4114782,402.8135476,352.2947537,22.30625,23.28181818,26.9875,23.5010101,35.5,37.6,dry,1.909859317,0.253860694
B_2024_121,Masorini,NA,NA,-23.86585,31.285,NA,2/18/2024,30-Jul-25,528,N,Colophospermum_mopane,12.8,4,NA,2025,B_2024_121_2025,2024,Phalaborwa,adult,Management,Granite,carcass,Central,345.9731669,378.9350086,15239.87012,3607.491455,0.92,0.06,0.42,NA,NA,218.2512126,423.6923668,378.8521454,414.1493912,23.37727273,23.18888889,24.94,23.12323232,33.5,35.9,late_wet,0.541126807,0.445207258
B_2022_37_C,Nhlanganini_C,NA,NA,-23.86705,31.54202,NA,NA,29-Jul-25,NA,NE,Colophospermum_mopane,12.8,1,NA,2025,B_2022_37_2025_C,2022,Letaba,adult,Natural,Basalt,control,Central,366.0817611,231.180827,4837.447266,8105.197266,0,NA,0.1,NA,NA,NA,NA,376.0561886,416.4311916,NA,NA,25.65,23.71111111,NA,37.1,NA,1.00585924,0.373817341
B_2022_62,Vutivi,NA,NA,-23.002281,31.473493,NA,9-Jul-22,19-Aug-25,1137,W,Colophospermum_mopane,12.8,0,NA,2025,B_2022_62_2025,2022,Shingwedzi,adult,Natural,Basalt,carcass,North,443.7607428,1763.247907,9244.009766,2769.776611,51.73,NA,3.12,NA,NA,416.4666531,317.2903442,423.1605976,369.3038834,23.3,23.95909091,26.8375,23.73787879,34.4,37.4,dry,0.194169031,0.256203977
B_2023_63_C,Biyamiti_C,NA,NA,-25.2863,31.60369,NA,NA,30-Jun-25,NA,N,Combretum_apiculatum,12.7,10,NA,2025,B_2023_63_2025_C,2023,Malelane,adult,Management,Granite,control,South,441.3357949,1128.840252,3310.385742,3870.071289,0,NA,0.74,0.04,NA,NA,NA,560.1682053,637.5281941,NA,NA,22.95833333,22.51161616,NA,33.4,NA,0.439267643,1.158001135
B_2021_103,Jock,NA,NA,-25.2166,31.5673,NA,21-Sep-21,3-Jul-25,1381,N,Ormocarpum_trichocarpum,12.7,0,NA,2025,B_2021_103_2025,2021,Stolsnek,adult,Natural,Granite,carcass,South,479.1851209,347.0460471,1121.587891,4200.394531,3.5,NA,0.12,NA,NA,767.6856585,674.8259706,572.7233028,635.4979198,22.08636364,22.16363636,23.47,22.3459596,31.7,33,dry,0.455183137,0.739033551
B_2016_106,Junction,NA,NA,-23.09553,31.41744,NA,15-Sep-16,12-Aug-25,3253,S,Salvadora_persica,12.7,10,NA,2025,B_2016_106_2025,2016,Shingwedzi,adult,Natural,Basalt,carcass,North,383.2762202,75.92879753,1850.584839,2457.511963,16.74,0.4,0.4,NA,0.1,159.0696924,586.4114782,402.8135476,352.2947537,22.30625,23.28181818,26.9875,23.5010101,35.5,37.6,dry,1.909859317,0.253860694
B_2022_61,Mopane,NA,NA,-23.12896,31.43464,NA,7-Jul-22,20-Aug-25,1140,S,Colophospermum_mopane,12.7,0,NA,2025,B_2022_61_2025,2022,Shingwedzi,adult,DCA,Basalt,carcass,North,384.6655571,524.4575113,1548.173096,2296.010254,4.82,NA,0.8,NA,0.12,400.0614641,348.7654159,409.5820091,373.3621478,23.18636364,23.85909091,27.2625,23.62474747,34.4,37.7,dry,2.247267796,0.208349568
B_2022_64_C,Outpost_C,NA,NA,-22.39324,31.15855,NA,NA,26-Aug-25,NA,SW,Grewia_bicolor,12.7,10,NA,2025,B_2022_64_2025_C,2022,Pafuri,adult,Fighting,Granite,control,North,455.4078902,499.2498284,2852.950195,4316.189453,0,NA,1.68,0.02,NA,NA,NA,559.8107872,404.5767229,NA,NA,28.025,24.55656566,NA,38.7,NA,0.655718366,0.520594204
B_2016_106,Junction,NA,NA,-23.09553,31.41744,NA,15-Sep-16,12-Aug-25,3253,SE,Salvadora_persica,12.6,9,NA,2025,B_2016_106_2025,2016,Shingwedzi,adult,Natural,Basalt,carcass,North,383.2762202,75.92879753,1850.584839,2457.511963,16.74,0.4,0.4,NA,0.1,159.0696924,586.4114782,402.8135476,352.2947537,22.30625,23.28181818,26.9875,23.5010101,35.5,37.6,dry,1.909859317,0.253860694
B_2022_129_C,Khensani_C,NA,NA,-25.12214,31.33038,NA,NA,10-Jul-25,NA,E,Dichrostachys_cinerea,12.6,1,NA,2025,B_2022_129_2025_C,2022,Pretoriuskop,adult,Management,Granite,control,South,570.5978715,842.4374487,2631.378662,3434.723389,0,NA,0.42,NA,0.42,NA,NA,587.7765889,671.8596036,NA,NA,23.33,21.83434343,NA,33,NA,1.120450799,0.398562234
B_2023_38_C,Mahlati_C,NA,NA,-23.2594,31.46401,NA,NA,13-Aug-25,NA,NE,Colophospermum_mopane,12.6,0,NA,2025,B_2023_38_2025_C,2023,Shingwedzi,adult,Natural,Basalt,control,North,402.0563411,61.79416561,10152.50586,4480.57959,0,NA,0.02,0.02,0.12,NA,NA,405.5428779,386.7207959,NA,NA,27.05,23.52474747,NA,37.3,NA,0.964478955,0.418495862
B_2022_33,Msinya,NA,NA,-23.06978,30.91227,NA,9-Apr-22,18-Aug-25,1227,S,Colophospermum_mopane,12.6,0,NA,2025,B_2022_33_2025,2022,Shangoni,adult,Poached,Granite,carcass,North,371.9511807,1089.562752,2585.275391,6672.101074,54.33,0,NA,NA,NA,361.1855645,384.218508,540.3760989,415.9791191,22.53181818,23.08636364,26.125,22.95505051,32.8,36.1,dry,0.353323974,0.354058543
B_2023_141,Sugar Vista,NA,NA,-25.505616,31.373127,NA,18-Dec-23,27-Jun-25,557,W,Dichrostachys_cinerea,12.6,10,NA,2025,B_2023_141_2025,2023,Malelane,adult,DCA,Granite,carcass,South,641.6328204,1152.844012,2527.736328,4752.864258,2.58,0.38,1.66,NA,NA,1022.844734,931.3300052,819.8035078,878.5413185,22.36363636,23.08181818,23.04166667,22.48131313,31.6,32.8,early_wet,0.340591578,0.404982153
B_2022_135_C,Wilson_C,NA,NA,-25.19252,31.6143,NA,NA,2-Jul-25,NA,SW,Terminalia_sericea,12.6,0,NA,2025,B_2022_135_2025_C,2022,Skukuza,adult,Natural,Granite,control,South,440.8070678,93.54714307,4046.635254,2976.924561,0,NA,1,NA,NA,NA,NA,551.9523144,631.1230877,NA,NA,23.55,22.39343434,NA,33.5,NA,0.989943746,0.756826167
B_2022_11_C,Big Bull_C,NA,NA,-24.53576,31.88218,NA,NA,11-Jun-25,NA,S,Dichrostachys_cinerea,12.5,2,NA,2025,B_2022_11_2025_C,2022,N'wanetsi,adult,Fighting,Basalt,control,Central,405.5562511,1679.317866,4528.797363,5264.649902,0,NA,1.26,NA,NA,NA,NA,456.9178209,484.8011507,NA,NA,23.86666667,23.13333333,NA,35.4,NA,0.254647909,0.677713623
B_2023_19,Flats,NA,NA,-23.06706,31.35151,NA,21-Feb-23,21-Aug-25,912,N,Colophospermum_mopane,12.5,3,burned,2025,B_2023_19_2025,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,409.2332781,1133.617664,2712.178955,3233.879639,0.22,NA,0.04,0.08,0.06,441.4717784,180.15639,461.4974875,403.9019436,23.71818182,24.04545455,27.4125,23.81212121,35.2,37.6,late_wet,1.104535305,0.238616085
B_2022_134,Granite,NA,NA,-23.96107,31.37574,NA,27-Nov-22,30-Jul-25,976,E,Colophospermum_mopane,12.5,2,NA,2025,B_2022_134_2025,2022,Phalaborwa,adult,Natural,Granite,carcass,Central,374.1327924,738.7354317,9908.216797,5802.815918,0.06,0.4,2.92,NA,0.02,478.4656453,646.9716971,445.763093,478.2764382,22.97272727,22.99545455,24.87,22.97575758,33.1,35.7,early_wet,0.407436654,0.343850848
B_2024_20,Kokowane,NA,NA,-24.38101,31.90595,NA,8/14/2024,16-Jun-25,306,SW,Acacia_nigrescens,12.5,10,NA,2025,B_2024_20_2025,2024,N'wanetsi,adult,Burned,Basalt,carcass,Central,396.0380299,316.4048134,2790.164307,2829.799316,10.56,0.04,1.88,0.88,NA,354.4341698,482.0627213,471.6790328,509.3363506,23.36363636,27.08333333,24.21666667,23.33737374,33.7,36.3,dry,1.540619849,0.196912081
B_2023_131_C,Limpopo_C,NA,NA,-23.11395,31.538,NA,10-Nov-23,15-Aug-25,NA,S,Acacia_swazica,12.5,0,NA,2025,B_2023_131_2025_C,2023,Shingwedzi,Adult,Natural,Basalt,control,North,427.6047283,37.35044813,5822.512207,6665.002441,0,NA,0.12,NA,NA,NA,NA,418.1238599,377.7071393,NA,NA,26.8875,23.76313131,NA,37.4,NA,1.352817016,0.305060093
B_2020_6,Mandzemba,NA,NA,-23.0362,31.48537,NA,30-Jan-20,19-Aug-25,2028,SW,Colophospermum_mopane,12.5,0,NA,2025,B_2020_6_2025,2020,Shingwedzi,adult,Natural,Basalt,carcass,North,409.7337338,1423.558839,8430.255859,3671.312012,34.54,0.08,4.72,NA,NA,362.7603145,496.7391738,423.1605976,369.3038834,24.09090909,23.45,26.8375,23.73787879,34.3,37.4,late_wet,0.576140894,0.294573147
B_2024_6_C,Mango_C,NA,NA,-25.47823,31.33401,NA,NA,26-Jun-25,NA,S,Combretum_apiculatum,12.5,10,NA,2025,B_2024_6_2025_C,2024,Stolsnek,adult,DCA,Granite,control,South,668.5570401,37.25985097,2691.323975,4866.108398,0,0.18,NA,NA,NA,NA,NA,891.4119377,936.6441418,NA,NA,22.65833333,22.12474747,NA,32.6,NA,0.36287327,0.377268842
B_2022_32,Matjulu,NA,NA,-25.433326,31.455763,NA,15-Apr-22,23-Jun-25,1165,NW,Terminalia_sericea,12.5,5,NA,2025,B_2022_32_2025,2022,Malelane,adult,DCA,Granite,carcass,South,577.8625054,610.7124974,5269.643555,3756.808594,2.16,1.12,0.1,NA,NA,805.0668554,1108.148101,745.5142083,814.0947027,21.80454545,22.25454545,22.75,22.27878788,31.8,32.6,dry,0.44881694,0.45250133
B_2022_33,Msinya,NA,NA,-23.06978,30.91227,NA,9-Apr-22,18-Aug-25,1227,W,Colophospermum_mopane,12.5,0,NA,2025,B_2022_33_2025,2022,Shangoni,adult,Poached,Granite,carcass,North,371.9511807,1089.562752,2585.275391,6672.101074,54.33,0,NA,NA,NA,361.1855645,384.218508,540.3760989,415.9791191,22.53181818,23.08636364,26.125,22.95505051,32.8,36.1,dry,0.353323974,0.354058543
B_2022_33_C,Msinya_C,NA,NA,-23.06888,30.91229,NA,NA,18-Aug-25,NA,NE,Dalbergia_melanoxylon,12.5,0,NA,2025,B_2022_33_2025_C,2022,Shangoni,adult,Poached,Granite,control,North,371.9511807,1127.365524,2585.275391,6672.101074,0,NA,0.02,NA,NA,NA,NA,540.3760989,415.9791191,NA,NA,26.125,22.95505051,NA,36.1,NA,0.353323974,0.354462353
B_2022_37,Nhlanganini,NA,NA,-23.86795,31.54198,NA,28-Apr-22,29-Jul-25,1188,N,Colophospermum_mopane,12.5,2,NA,2025,B_2022_37_2025,2022,Letaba,adult,Natural,Basalt,carcass,Central,366.0817611,139.2737201,4837.447266,8105.197266,68.81,0.02,NA,NA,NA,411.3091843,464.5164974,376.0561886,416.4311916,23.40909091,23.73181818,25.65,23.71111111,34.8,37.1,dry,1.00585924,0.374042789
B_2024_90,Ntokozo,NA,NA,-23.92952,31.49867,NA,5/6/2024,19-Jun-25,409,NW,Colophospermum_mopane,12.5,7,NA,2025,B_2024_90_2025,2024,Letaba,adult,Management,Granite,carcass,Central,363.0662668,34.0677111,9402.871094,2948.120605,0.32,NA,4.34,NA,NA,332.0134277,399.6323657,399.2558179,450.029723,23.24545455,24.14166667,24.14166667,23.05505051,33.4,35.9,dry,0.728929639,0.719801793
B_2025_4,Siwela,NA,NA,-25.18761,31.88496,NA,27-Feb-25,4-Aug-25,158,E,Flueggea_virosa,12.5,5,NA,2025,B_2025_4_2025,2025,Lower Sabie,adult,Natural,Basalt,carcass,South,437.5604382,261.3112908,7014.594238,4171.882324,5.24,0.08,6.23,NA,NA,661.7758179,221.3505282,551.3210597,627.4551109,23.08,NA,24.8125,23.02424242,34.3,34.3,late_wet,1.457859279,1.185906954
B_2022_75,Xidulu,NA,NA,-23.0356,30.91466,NA,6-Aug-22,11-Aug-25,1101,S,Colophospermum_mopane,12.5,2,NA,2025,B_2022_75_2025,2022,Shangoni,adult,Natural,Granite,carcass,North,382.399147,508.4170685,3462.787598,5057.787598,8.7,NA,0.08,NA,0.06,366.7219651,347.0202868,522.0948191,401.4586152,22.75454545,23.6,26.4,23.16161616,33.1,36.6,dry,1.00585924,0.353363812
B_2023_131_C,Limpopo_C,NA,NA,-23.11395,31.538,NA,10-Nov-23,15-Aug-25,NA,SW,Colophospermum_mopane,12.4,0,NA,2025,B_2023_131_2025_C,2023,Shingwedzi,Adult,Natural,Basalt,control,North,427.6047283,37.35044813,5822.512207,6665.002441,0,NA,0.12,NA,NA,NA,NA,418.1238599,377.7071393,NA,NA,26.8875,23.76313131,NA,37.4,NA,1.352817016,0.305060093
B_2023_141,Sugar Vista,NA,NA,-25.505616,31.373127,NA,18-Dec-23,27-Jun-25,557,NE,Dichrostachys_cinerea,12.4,10,NA,2025,B_2023_141_2025,2023,Malelane,adult,DCA,Granite,carcass,South,641.6328204,1152.844012,2527.736328,4752.864258,2.58,0.38,1.66,NA,NA,1022.844734,931.3300052,819.8035078,878.5413185,22.36363636,23.08181818,23.04166667,22.48131313,31.6,32.8,early_wet,0.340591578,0.404982153
B_2022_62_C,Vutivi_C,NA,NA,-23.0013,31.47347,NA,NA,19-Aug-25,NA,E,Dalbergia_melanoxylon,12.4,1,NA,2025,B_2022_62_2025_C,2022,Shingwedzi,adult,Natural,Basalt,control,North,443.7607428,1669.7386,9244.009766,2769.776611,0,0,0,NA,0.16,NA,NA,423.1605976,369.3038834,NA,NA,26.8375,23.73787879,NA,37.4,NA,0.213267624,0.255826054
B_2022_129,Khensani,NA,NA,-25.121177,31.33036,NA,16-Nov-22,10-Jul-25,967,W,Philenoptera_violacea,12.3,0,NA,2025,B_2022_129_2025,2022,Pretoriuskop,adult,Management,Granite,carcass,South,570.5978715,930.6087778,2631.378662,3434.723389,0.32,NA,2,NA,NA,672.6183882,965.7280321,587.7765889,671.8596036,21.72727273,21.69090909,23.33,21.83434343,32.1,33,early_wet,1.120450799,0.398881864
B_2023_131,Limpopo,NA,NA,-23.11294,31.53799,NA,10-Nov-23,15-Aug-25,644,NW,Colophospermum_mopane,12.3,1,NA,2025,B_2023_131_2025,2023,Shingwedzi,Adult,Natural,Basalt,carcass,North,427.6047283,4.937845573,5822.512207,6665.002441,9.86,NA,0.26,0.02,NA,345.3684454,220.5473533,418.1238599,377.7071393,23.74545455,24.71818182,26.8875,23.76313131,34.4,37.4,early_wet,1.349633917,0.304691532
B_2023_66,Machalolo,NA,NA,-23.81536,31.49551,NA,16-Jul-23,6-Aug-25,752,NE,Colophospermum_mopane,12.3,3,NA,2025,B_2023_66_2025,2023,Letaba,adult,Management,Basalt,carcass,Central,365.0032478,1200.249433,4883.600586,7517.097656,0.34,0.06,0.08,NA,0.08,473.4461799,275.8268936,383.5587597,426.8250235,23.72727273,23.7,26.475,23.37676768,33.6,36.7,dry,1.177746579,0.411476575
B_2023_66,Machalolo,NA,NA,-23.81536,31.49551,NA,16-Jul-23,6-Aug-25,752,W,Maerua_parvifolia,12.3,0,NA,2025,B_2023_66_2025,2023,Letaba,adult,Management,Basalt,carcass,Central,365.0032478,1200.249433,4883.600586,7517.097656,0.34,0.06,0.08,NA,0.08,473.4461799,275.8268936,383.5587597,426.8250235,23.72727273,23.7,26.475,23.37676768,33.6,36.7,dry,1.177746579,0.411476575
B_2023_76_C,Machayl_C,NA,NA,-22.59307,31.29736,NA,NA,25-Aug-25,NA,SW,Combretum_collinum,12.3,2,NA,2025,B_2023_76_2025_C,2023,Pafuri,Adult,Snared,Granite,control,North,447.7574866,383.8157981,17775.10742,5621.352051,0,0.12,0.06,NA,NA,NA,NA,637.343924,480.0180344,NA,NA,27,23.54343434,NA,37.2,NA,0.394704259,0.20773254
B_2022_54,Marheya,NA,NA,-24.543322,31.799921,NA,30-Jun-22,10-Jun-25,1076,S,Gymnosporia_senegalensis,12.3,0,NA,2025,B_2022_54_2025,2022,N'wanetsi,adult,Natural,Basalt,carcass,Central,454.4447684,2159.596738,3178.992432,4256.434082,1.9,NA,NA,NA,NA,548.5995536,697.8758569,491.6915402,545.4777867,22.15,22.87272727,23.35833333,22.6520202,32.3,34.7,dry,0.884901484,0.859840855
B_2024_22_C,Ndzalama_C,NA,NA,-24.61792,31.73225,NA,NA,5-Aug-25,NA,S,Grewia_flavescens,12.3,10,NA,2025,B_2024_22_2025_C,2024,Tshokwane,adult,Burned,Granite,control,Central,523.6505786,133.095331,569.7379761,3139.047363,0,0.24,2.07,NA,NA,NA,NA,609.7129951,662.8179874,NA,NA,24.8125,22.6969697,NA,34.3,NA,2.298197378,0.703910752
B_2024_22_C,Ndzalama_C,NA,NA,-24.61792,31.73225,NA,NA,5-Aug-25,NA,SW,unknown_Ndzalama,12.3,1,NA,2025,B_2024_22_2025_C,2024,Tshokwane,adult,Burned,Granite,control,Central,523.6505786,133.095331,569.7379761,3139.047363,0,0.24,2.07,NA,NA,NA,NA,609.7129951,662.8179874,NA,NA,24.8125,22.6969697,NA,34.3,NA,2.298197378,0.703910752
B_2022_64,Outpost,NA,NA,-22.39239,31.1586683,NA,18-Jul-22,26-Aug-25,1135,SE,Ormocarpum_trichocarpum,12.3,10,NA,2025,B_2022_64_2025,2022,Pafuri,adult,Fighting,Granite,carcass,North,455.4078902,404.7544801,2852.950195,4316.189453,2.32,NA,1.18,NA,NA,415.3850589,327.8623159,559.8107872,404.5767229,24.15909091,24.71363636,28.025,24.55656566,35.2,38.7,dry,0.655718366,0.519631391
B_2022_64_C,Outpost_C,NA,NA,-22.39324,31.15855,NA,NA,26-Aug-25,NA,SE,Colophospermum_mopane,12.3,1,NA,2025,B_2022_64_2025_C,2022,Pafuri,adult,Fighting,Granite,control,North,455.4078902,499.2498284,2852.950195,4316.189453,0,NA,1.68,0.02,NA,NA,NA,559.8107872,404.5767229,NA,NA,28.025,24.55656566,NA,38.7,NA,0.655718366,0.520594204
B_2023_32_C,Phugwane_C,NA,NA,-23.04956,31.2691,NA,NA,21-Aug-25,NA,NE,Colophospermum_mopane,12.3,4,NA,2025,B_2023_32_2025_C,2023,Shingwedzi,adult,Management,Granite,control,North,409.5510445,1223.116295,2226.422852,6070.612793,0,NA,1.98,0.02,NA,NA,NA,495.8406289,416.2547079,NA,NA,27.1875,23.65858586,NA,37.4,NA,0.770309925,0.382751612
B_2023_135,Sirheni,NA,NA,-22.899017,31.19125,NA,27-Nov-23,27-Aug-25,639,W,Colophospermum_mopane,12.3,2,NA,2025,B_2023_135_2025,2023,Vlakteplaas,Adult,Natural,Granite,carcass,North,431.772672,368.2513359,1911.043823,2884.895752,1.66,0.04,2.86,NA,NA,399.8966155,218.4079828,563.6941037,440.9609204,23.69090909,24.58181818,27.0625,23.63838384,34.3,37.3,early_wet,0.821239506,0.416693498
B_2023_135_C,Sirheni_C,NA,NA,-22.89828,31.19139,NA,NA,27-Aug-25,NA,E,Colophospermum_mopane,12.3,4,NA,2025,B_2023_135_2025_C,2023,Vlakteplaas,Adult,Natural,Granite,control,North,431.772672,415.2823945,1911.043823,2884.895752,0,0.12,0.04,NA,NA,NA,NA,563.6941037,440.9609204,NA,NA,27.0625,23.63838384,NA,37.3,NA,0.821239506,0.416005629
B_2025_4,Siwela,NA,NA,-25.18761,31.88496,NA,27-Feb-25,4-Aug-25,158,N,Dichrostachys_cinerea,12.3,10,NA,2025,B_2025_4_2025,2025,Lower Sabie,adult,Natural,Basalt,carcass,South,437.5604382,261.3112908,7014.594238,4171.882324,5.24,0.08,6.23,NA,NA,661.7758179,221.3505282,551.3210597,627.4551109,23.08,NA,24.8125,23.02424242,34.3,34.3,late_wet,1.457859279,1.185906954
B_2023_15,Woody,NA,NA,-25.15009,31.2842,NA,25-Jan-23,8-Jul-25,895,N,Terminalia_sericea,12.3,3,NA,2025,B_2023_15_2025,2023,Pretoriuskop,adult,Natural,Granite,carcass,South,560.6265607,124.7936758,648.3532715,2191.235352,0.12,NA,NA,NA,NA,647.1735821,925.7168159,644.3796554,727.2266557,21.39545455,21.44090909,23.08,21.48686869,32,32.6,late_wet,1.072704316,0.402141471
B_2022_31,Bububu,NA,NA,-23.075886,30.91599,NA,10-Apr-22,18-Aug-25,1226,S,Euclea_natalensis,12.2,0,NA,2025,B_2022_31_2025,2022,Shangoni,adult,Poached,Granite,carcass,North,379.1720883,1199.898649,2460.64209,6797.304199,38.1,NA,0.6,NA,NA,361.1855645,384.218508,540.3760989,415.9791191,22.53181818,23.08636364,26.125,22.95505051,32.8,36.1,dry,0.073211274,0.351075808
B_2023_19,Flats,NA,NA,-23.06706,31.35151,NA,21-Feb-23,21-Aug-25,912,SW,Colophospermum_mopane,12.2,3,burned,2025,B_2023_19_2025,2023,Shingwedzi,adult,Natural,Basalt,carcass,North,409.2332781,1133.617664,2712.178955,3233.879639,0.22,NA,0.04,0.08,0.06,441.4717784,180.15639,461.4974875,403.9019436,23.71818182,24.04545455,27.4125,23.81212121,35.2,37.6,late_wet,1.104535305,0.238616085
B_2022_33_C,Msinya_C,NA,NA,-23.06888,30.91229,NA,NA,18-Aug-25,NA,S,Pterocarpus_rotundifolius,12.2,1,NA,2025,B_2022_33_2025_C,2022,Shangoni,adult,Poached,Granite,control,North,371.9511807,1127.365524,2585.275391,6672.101074,0,NA,0.02,NA,NA,NA,NA,540.3760989,415.9791191,NA,NA,26.125,22.95505051,NA,36.1,NA,0.353323974,0.354462353
B_2025_3_C,Munywini_C,NA,NA,-24.78033,31.85258,NA,NA,16-Jul-25,NA,NW,Combretum_hereroense,12.2,10,NA,2025,B_2025_3_2025_C,2025,Tshokwane,adult,DCA,Basalt,control,Central,469.4173786,188.6773285,1925.599976,1971.451538,0,0.1,0.04,NA,0.08,NA,NA,539.0150743,607.9748614,NA,NA,23.78,22.61060606,NA,34.2,NA,0.47428173,0.657253336
B_2022_37_C,Nhlanganini_C,NA,NA,-23.86705,31.54202,NA,NA,29-Jul-25,NA,E,Colophospermum_mopane,12.2,6,NA,2025,B_2022_37_2025_C,2022,Letaba,adult,Natural,Basalt,control,Central,366.0817611,231.180827,4837.447266,8105.197266,0,NA,0.1,NA,NA,NA,NA,376.0561886,416.4311916,NA,NA,25.65,23.71111111,NA,37.1,NA,1.00585924,0.373817341
B_2023_32_C,Phugwane_C,NA,NA,-23.04956,31.2691,NA,NA,21-Aug-25,NA,NW,Colophospermum_mopane,12.2,0,NA,2025,B_2023_32_2025_C,2023,Shingwedzi,adult,Management,Granite,control,North,409.5510445,1223.116295,2226.422852,6070.612793,0,NA,1.98,0.02,NA,NA,NA,495.8406289,416.2547079,NA,NA,27.1875,23.65858586,NA,37.4,NA,0.770309925,0.382751612
B_2023_19_C,Flats_C,NA,NA,-23.06624,31.35125,NA,NA,21-Aug-25,NA,W,Colophospermum_mopane,12.1,0,burned,2025,B_2023_19_2025_C,2023,Shingwedzi,adult,Natural,Basalt,control,North,412.3793626,1199.369154,2712.178955,3233.879639,0,0.02,0.02,NA,0.06,NA,NA,461.4974875,403.9019436,NA,NA,27.4125,23.81212121,NA,37.6,NA,1.104535305,0.236623193
B_2021_103,Jock,NA,NA,-25.2166,31.5673,NA,21-Sep-21,3-Jul-25,1381,SE,Euclea_divinorum,12.1,0,NA,2025,B_2021_103_2025,2021,Stolsnek,adult,Natural,Granite,carcass,South,479.1851209,347.0460471,1121.587891,4200.394531,3.5,NA,0.12,NA,NA,767.6856585,674.8259706,572.7233028,635.4979198,22.08636364,22.16363636,23.47,22.3459596,31.7,33,dry,0.455183137,0.739033551
B_2023_15,Woody,NA,NA,-25.15009,31.2842,NA,25-Jan-23,8-Jul-25,895,SW,Dichrostachys_cinerea,12.1,5,NA,2025,B_2023_15_2025,2023,Pretoriuskop,adult,Natural,Granite,carcass,South,560.6265607,124.7936758,648.3532715,2191.235352,0.12,NA,NA,NA,NA,647.1735821,925.7168159,644.3796554,727.2266557,21.39545455,21.44090909,23.08,21.48686869,32,32.6,late_wet,1.072704316,0.402141471
B_2023_63_C,Biyamiti_C,NA,NA,-25.2863,31.60369,NA,NA,30-Jun-25,NA,SE,Peltophorum_africanum,12,2,NA,2025,B_2023_63_2025_C,2023,Malelane,adult,Management,Granite,control,South,441.3357949,1128.840252,3310.385742,3870.071289,0,NA,0.74,0.04,NA,NA,NA,560.1682053,637.5281941,NA,NA,22.95833333,22.51161616,NA,33.4,NA,0.439267643,1.158001135
B_2017_64,Burn,NA,NA,-22.97023,31.40587,NA,29-Jun-17,12-Aug-25,2966,NW,Colophospermum_mopane,12,0,NA,2025,B_2017_64_2025,2017,Shingwedzi,adult,Poached,Basalt,carcass,North,415.7226831,51.78762972,7859.619141,2184.4021,28.44,NA,0.28,NA,0.08,628.8558459,446.0894513,466.2223639,390.2857621,23.45909091,23.36818182,27.125,23.62626263,34.9,37.6,dry,0.690732453,0.241650395
B_2017_64_C,Burn_C,NA,NA,-22.96926,31.40608,NA,NA,12-Aug-25,NA,S,Colophospermum_mopane,12,0,NA,2025,B_2017_64_2025_C,2017,Shingwedzi,adult,Poached,Basalt,control,North,415.7226831,49.53892332,8239.323242,2239.667969,0,NA,NA,NA,NA,NA,NA,466.2223639,390.2857621,NA,NA,27.125,23.62626263,NA,37.6,NA,0.690732453,0.24149353
