site,nickname,section,lat,long,dis.road.m,soil_type,y_obs,d_obs,est_d_death,cause_death,sex,age_class,date_visit,age_days,type,full_partial,direction,distance,weight,nickname_distance_direction,mean_realArea,mean_realPerimeter,mean_dgciOriginal,mean_dgciCorrected,n_realArea,n_realPerimeter,n_dgciOriginal,n_dgciCorrected,n_leaves_total,n_area_used,total_area_cm2_est,SLA_cm2_g,SLA_valid,SLA_m2_kg,unique_id,dist2road,dist2river,dist2aw,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey,ele_density_2017_buf,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung
B_2022_31,Bububu,Shangoni,-23.075886,30.91599,1200,Granite,2022,5-Apr-23,10-Apr-22,Poached,male,adult,18-Aug-25,1226,carcass,partial,W,5,5.29,Bububu_5_W,31.54182433,31.59776922,0.278673144,0.021616099,10,10,9,9,10,10,315.4182433,59.62537681,TRUE,5.962537681,B_2022_31_2025,1199.898649,2460.64209,6797.304199,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.073211274,38.1,2.25,0,8,NA,0.6,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,W,25,3.93,Mopane_25_W,23.45268665,30.4111604,0.197764935,-1.368144295,10,10,10,10,10,10,234.5268665,59.67604744,TRUE,5.967604744,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,E,5.1,8.58,Masorini_5.1_E,51.22893491,41.98409882,0.367148513,0.051788342,10,10,10,10,10,10,512.2893491,59.70738335,TRUE,5.970738335,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,S,5.8,7.92,Masorini_5.8_S,47.32361627,38.93830736,0.298071906,-0.005408141,10,10,10,10,10,10,473.2361627,59.75204074,TRUE,5.975204074,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,E,25.5,5.07,Outpost_25.5_E,30.51067939,27.44287259,0.253206467,0.07797132,10,10,10,10,10,10,305.1067939,60.17885481,TRUE,6.017885481,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_31,Bububu,Shangoni,-23.075886,30.91599,1200,Granite,2022,5-Apr-23,10-Apr-22,Poached,male,adult,18-Aug-25,1226,carcass,partial,S,6.3,8.06,Bububu_6.3_S,49.22724045,36.98359138,0.425018658,0.179484794,10,10,10,10,10,10,492.2724045,61.0759807,TRUE,6.10759807,B_2022_31_2025,1199.898649,2460.64209,6797.304199,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.073211274,38.1,2.25,0,8,NA,0.6,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,W,15,7.78,Ntokozo_15_W,47.69150424,40.99366639,0.474331303,0.216127428,10,10,10,10,10,10,476.9150424,61.30013398,TRUE,6.130013398,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,E,13,5.28,Ntshivana_13_E,32.50581806,32.73266506,0.471422333,0.262620382,10,10,10,10,10,10,325.0581806,61.56404935,TRUE,6.156404935,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,E,10,4.86,Ntshivana_10_E,29.94095945,33.57186597,0.439863003,0.192954723,10,10,10,10,10,10,299.4095945,61.60691244,TRUE,6.160691244,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,E,6.6,6,Machalolo_6.6_E,37.00384377,33.09623838,0.28304144,-0.002861143,10,10,10,10,10,10,370.0384377,61.67307295,TRUE,6.167307295,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,N,2.6,6.41,Ntokozo_2.6_N,44.07985913,38.80769726,0.603431271,0.188359391,9,9,9,9,9,9,396.7187322,61.89059784,TRUE,6.189059784,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_31,Bububu,Shangoni,-23.075886,30.91599,1200,Granite,2022,5-Apr-23,10-Apr-22,Poached,male,adult,18-Aug-25,1226,carcass,partial,S,10,8.13,Bububu_10_S,50.33883264,41.80634404,0.407372195,0.126123164,10,10,10,10,10,10,503.3883264,61.91738333,TRUE,6.191738333,B_2022_31_2025,1199.898649,2460.64209,6797.304199,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.073211274,38.1,2.25,0,8,NA,0.6,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,W,15,6.21,Nhlanganini_15_W,38.49428708,36.4515496,0.301196761,0.009877128,10,10,10,10,10,10,384.9428708,61.98757983,TRUE,6.198757983,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,E,12,4.52,Masorini_12_E,28.0229916,34.22650235,0.449582688,0.196314909,10,10,10,10,10,10,280.229916,61.99776904,TRUE,6.199776904,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,S,24.5,4.78,Outpost_24.5_S,29.64062889,33.3268579,0.403495512,0.215354197,10,10,10,10,10,10,296.4062889,62.00968387,TRUE,6.200968387,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,N,10.6,4.75,Ntshivana_10.6_N,29.46602603,33.62897114,0.424268722,0.185055614,10,10,10,10,10,10,294.6602603,62.03373901,TRUE,6.203373901,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,S,10,2.9,Nhlanganini_10_S,20.02840722,24.54550272,0.437464525,0.108185653,9,9,9,9,9,9,180.255665,62.15712584,TRUE,6.215712584,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,E,10.7,5.37,Mopane_10.7_E,33.40732306,25.8314174,0.352342318,-0.128124788,10,10,6,6,10,10,334.0732306,62.2110299,TRUE,6.22110299,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,N,25,8.31,Masorini_25_N,51.79495427,43.29691122,0.325224346,0.009592349,10,10,10,10,10,10,517.9495427,62.32846482,TRUE,6.232846482,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,E,10,5.45,Outpost_10_E,34.15271922,33.87139349,0.388604671,0.159481786,10,10,10,10,10,10,341.5271922,62.66553985,TRUE,6.266553985,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,W,2.5,6.73,Ntokozo_2.5_W,42.41146806,37.88002823,0.371983218,0.224480434,10,10,10,10,10,10,424.1146806,63.01852609,TRUE,6.301852609,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,N,24.8,9.5,Ntshivana_24.8_N,59.86893134,44.31643733,0.306315134,0.049326439,10,10,10,10,10,10,598.6893134,63.01992772,TRUE,6.301992772,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,N,15,5.67,Mopane_15_N,35.79863643,33.9840712,0.307883014,0.212121552,10,10,10,10,10,10,357.9863643,63.13692492,TRUE,6.313692492,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,S,22.9,6.77,Ntshivana_22.9_S,42.81874695,38.97985018,0.518087873,0.252186444,10,10,10,10,10,10,428.1874695,63.24777984,TRUE,6.324777984,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,N,15,8.28,Ntokozo_15_N,52.48548484,43.40908645,0.468766201,0.251039045,10,10,10,10,10,10,524.8548484,63.38826671,TRUE,6.338826671,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,S,5,5.68,Nhlanganini_5_S,36.03489003,34.8114072,0.332026951,0.04679656,10,10,10,10,10,10,360.3489003,63.4417078,TRUE,6.34417078,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,E,15,6.13,Nhlanganini_15_E,38.96664518,30.4486156,0.499711408,0.251107777,10,10,10,10,10,10,389.6664518,63.567121,TRUE,6.3567121,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,E,25,4.74,Nhlanganini_25_E,30.31801043,28.73749831,0.268542862,0.05105423,10,10,9,9,10,10,303.1801043,63.96204733,TRUE,6.396204733,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,S,6,4.78,Ntshivana_6_S,30.68876613,34.10494025,0.4178927,-0.35549811,10,10,10,10,10,10,306.8876613,64.2024396,TRUE,6.42024396,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,N,25,5.44,Mopane_25_N,34.95166267,33.49150793,0.160872855,-2.296514967,10,10,10,10,10,10,349.5166267,64.2493799,TRUE,6.42493799,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,S,3.5,7,Masorini_3.5_S,45.0194674,42.02834405,0.342865095,0.022681405,10,10,10,10,10,10,450.194674,64.31352486,TRUE,6.431352486,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2022_31,Bububu,Shangoni,-23.075886,30.91599,1200,Granite,2022,5-Apr-23,10-Apr-22,Poached,male,adult,18-Aug-25,1226,carcass,partial,W,24.2,7.33,Bububu_24.2_W,47.17701781,41.22895321,0.362832799,0.065228153,10,10,10,10,10,10,471.7701781,64.36155226,TRUE,6.436155226,B_2022_31_2025,1199.898649,2460.64209,6797.304199,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.073211274,38.1,2.25,0,8,NA,0.6,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,W,15,8.38,Outpost_15_W,54.00144219,39.95603839,0.355475646,0.175811494,10,10,10,10,10,10,540.0144219,64.4408618,TRUE,6.44408618,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,E,13,6.5,Machalolo_13_E,41.92597769,36.29683296,0.419636234,0.160491768,10,10,10,10,10,10,419.2597769,64.50150414,TRUE,6.450150414,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,N,10,6.32,Masorini_10_N,40.76955851,34.49588556,0.347452359,0.193818904,10,10,10,10,10,10,407.6955851,64.50879511,TRUE,6.450879511,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,W,3.8,5.13,Outpost_3.8_W,33.11227656,32.38527029,0.364666314,0.117156383,10,10,10,10,10,10,331.1227656,64.54634808,TRUE,6.454634808,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,W,10,5.61,Outpost_10_W,36.36899296,33.16070208,0.435170189,0.159703911,10,10,9,9,10,10,363.6899296,64.82886445,TRUE,6.482886445,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,N,15,7.41,Nhlanganini_15_N,48.10551421,37.27064294,0.463256454,0.248779963,10,10,10,10,10,10,481.0551421,64.91972228,TRUE,6.491972228,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,S,15,6.49,Outpost_15_S,42.27622848,35.25155011,0.350819444,0.062909444,10,10,10,10,10,10,422.7622848,65.14056777,TRUE,6.514056777,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_31,Bububu,Shangoni,-23.075886,30.91599,1200,Granite,2022,5-Apr-23,10-Apr-22,Poached,male,adult,18-Aug-25,1226,carcass,partial,N,24.5,5.24,Bububu_24.5_N,34.28426168,33.66468616,0.421188993,0.265594593,10,10,10,10,10,10,342.8426168,65.4279803,TRUE,6.54279803,B_2022_31_2025,1199.898649,2460.64209,6797.304199,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.073211274,38.1,2.25,0,8,NA,0.6,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,E,15,6.68,Ntokozo_15_E,43.72235778,41.75639329,0.500430383,0.196231512,10,10,10,10,10,10,437.2235778,65.45263141,TRUE,6.545263141,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,W,8,6.21,Mopane_8_W,40.69696453,28.58058966,0.38053526,-1.483175958,10,10,10,10,10,10,406.9696453,65.53456446,TRUE,6.553456446,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,W,22.5,5.71,Ntshivana_22.5_W,37.47264107,34.96008246,0.311156187,0.107820141,10,10,10,10,10,10,374.7264107,65.62634163,TRUE,6.562634163,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,E,2.5,4.48,Ntshivana_2.5_E,29.4804268,32.34666183,0.480662808,0.189637991,10,10,10,10,10,10,294.804268,65.80452411,TRUE,6.580452411,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,S,25,6.7,Nhlanganini_25_S,44.62117115,41.63525159,0.522549061,0.28712818,10,10,10,10,10,10,446.2117115,66.59876291,TRUE,6.659876291,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,E,2.6,5.58,Machalolo_2.6_E,37.27874529,38.0264784,0.335434549,0.087930693,10,10,10,10,10,10,372.7874529,66.80778725,TRUE,6.680778725,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,N,10.9,6.28,Machalolo_10.9_N,42.01573155,39.90454982,0.370203668,0.08356476,10,10,10,10,10,10,420.1573155,66.90403112,TRUE,6.690403112,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
