site,nickname,section,lat,long,dis.road.m,soil_type,y_obs,d_obs,est_d_death,cause_death,sex,age_class,date_visit,age_days,type,full_partial,direction,distance,weight,nickname_distance_direction,mean_realArea,mean_realPerimeter,mean_dgciOriginal,mean_dgciCorrected,n_realArea,n_realPerimeter,n_dgciOriginal,n_dgciCorrected,n_leaves_total,n_area_used,total_area_cm2_est,SLA_cm2_g,SLA_valid,SLA_m2_kg,unique_id,dist2road,dist2river,dist2aw,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey,ele_density_2017_buf,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,S,15,3.88,Ntshivana_15_S,25.99546339,30.16324925,0.331763282,0.048308918,10,10,10,10,10,10,259.9546339,66.99861698,TRUE,6.699861698,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,S,2.9,4.94,Machalolo_2.9_S,33.10185402,34.21995606,0.377868361,0.101298251,10,10,10,10,10,10,331.0185402,67.00780165,TRUE,6.700780165,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,W,5,5.34,Nhlanganini_5_W,35.7934442,31.92329209,0.354274633,-0.042556294,10,10,10,10,10,10,357.934442,67.02892172,TRUE,6.702892172,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,N,2.5,2.91,Machalolo_2.5_N,19.51249676,27.74894704,0.332788086,0.050641639,10,10,10,10,10,10,195.1249676,67.05325347,TRUE,6.705325347,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,E,15.7,4.47,Mopane_15.7_E,29.97965604,34.0596669,0.303782491,-3.187604184,10,10,10,10,10,10,299.7965604,67.06858174,TRUE,6.706858174,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_31,Bububu,Shangoni,-23.075886,30.91599,1200,Granite,2022,5-Apr-23,10-Apr-22,Poached,male,adult,18-Aug-25,1226,carcass,partial,N,10.6,4.69,Bububu_10.6_N,31.47106962,32.5265773,0.522915884,0.218465905,10,10,9,9,10,10,314.7106962,67.10249387,TRUE,6.710249387,B_2022_31_2025,1199.898649,2460.64209,6797.304199,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.073211274,38.1,2.25,0,8,NA,0.6,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,N,5,4.67,Nhlanganini_5_N,34.97902791,32.35251174,0.39509548,0.241740459,9,9,9,9,9,9,314.8112512,67.41140283,TRUE,6.741140283,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,N,25,6.17,Ntokozo_25_N,41.62571366,37.18952255,0.409854029,0.138694077,10,10,10,10,10,10,416.2571366,67.46468989,TRUE,6.746468989,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,W,25,6.4,Nhlanganini_25_W,43.36355541,39.45906841,0.367785484,0.093936601,10,10,10,10,10,10,433.6355541,67.75555532,TRUE,6.775555532,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,N,6.6,4.46,Outpost_6.6_N,30.32906311,33.16066495,0.370203433,0.143473417,10,10,10,10,10,10,303.2906311,68.00238366,TRUE,6.800238366,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,S,5,5.55,Machalolo_5_S,37.92650268,36.57999182,0.270587032,-0.012537275,10,10,10,10,10,10,379.2650268,68.33604087,TRUE,6.833604087,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,S,2.5,5.62,Nhlanganini_2.5_S,38.60614982,37.09681107,0.386537883,0.089304256,10,10,10,10,10,10,386.0614982,68.69421675,TRUE,6.869421675,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,N,15,5.77,Masorini_15_N,39.65208301,35.68294304,0.470826955,0.22293542,10,10,10,10,10,10,396.5208301,68.7211144,TRUE,6.87211144,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,E,5,4.65,Nhlanganini_5_E,32.07208757,29.82005607,0.342910282,0.074735791,10,10,10,10,10,10,320.7208757,68.97223134,TRUE,6.897223134,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,W,10,6.58,Ntokozo_10_W,45.40654535,38.21705852,0.5289032,0.240164822,10,10,10,10,10,10,454.0654535,69.00690782,TRUE,6.900690782,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,S,1.8,4.38,Mopane_1.8_S,30.30963017,31.82714868,0.380282541,-0.512644906,10,10,10,10,10,10,303.0963017,69.20006888,TRUE,6.920006888,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,N,2.8,4.47,Outpost_2.8_N,31.07388004,31.32305468,0.445887935,0.171070887,10,10,7,7,10,10,310.7388004,69.51651016,TRUE,6.951651016,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,N,5,4.61,Ntokozo_5_N,32.07547222,35.87901294,0.477031506,0.211455207,10,10,10,10,10,10,320.7547222,69.57803084,TRUE,6.957803084,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,E,25,4.08,Ntokozo_25_E,28.44238879,33.448516,0.384335999,0.104501386,10,10,10,10,10,10,284.4238879,69.71173722,TRUE,6.971173722,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,W,6,5.39,Outpost_6_W,37.59918835,36.80740421,0.363901947,0.108010075,10,10,10,10,10,10,375.9918835,69.75730676,TRUE,6.975730676,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,W,10,7.46,Nhlanganini_10_W,52.3036575,44.02253043,0.383118021,0.151834234,10,10,10,10,10,10,523.036575,70.11214142,TRUE,7.011214142,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,W,14.5,5.05,Ntshivana_14.5_W,35.41926658,34.36182273,0.546677727,0.284313958,10,10,10,10,10,10,354.1926658,70.13716155,TRUE,7.013716155,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,E,23.9,4.89,Mopane_23.9_E,34.3569826,36.47075075,0.255720833,-0.730092959,10,10,10,10,10,10,343.569826,70.25967811,TRUE,7.025967811,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,N,11.6,5.82,Outpost_11.6_N,40.96129645,39.34016845,0.373695042,0.161651432,10,10,10,10,10,10,409.6129645,70.38023444,TRUE,7.038023444,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,E,15,4.71,Outpost_15_E,33.34063508,33.53000734,0.365628274,0.124049733,10,10,10,10,10,10,333.4063508,70.78691099,TRUE,7.078691099,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,S,11,5.11,Ntshivana_11_S,36.19392193,37.52593085,0.387388486,0.155658164,10,10,10,10,10,10,361.9392193,70.82959282,TRUE,7.082959282,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,E,5.4,6.57,Mopane_5.4_E,46.53578937,39.52206397,0.3534681,0.029458327,10,10,10,10,10,10,465.3578937,70.83072963,TRUE,7.083072963,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,N,5,4.86,Mopane_5_N,34.64369416,26.23212603,0.39651061,0.069061757,10,10,6,6,10,10,346.4369416,71.28332131,TRUE,7.128332131,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,S,9.9,8.06,Mopane_9.9_S,57.65855327,43.67133028,0.317724156,-0.359700132,10,10,10,10,10,10,576.5855327,71.53666658,TRUE,7.153666658,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,S,25,6.94,Ntokozo_25_S,55.66365464,44.15777278,0.457430651,0.154655636,9,9,9,9,9,9,500.9728918,72.18629564,TRUE,7.218629564,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,S,25,5.8,Mopane_25_S,41.92524813,37.14697259,0.203815053,-1.490904825,10,10,10,10,10,10,419.2524813,72.28491057,TRUE,7.228491057,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,W,25,5.98,Ntokozo_25_W,43.61978517,37.51078942,0.53188563,0.237513947,10,10,10,10,10,10,436.1978517,72.94278457,TRUE,7.294278457,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,S,15,8.31,Nhlanganini_15_S,61.62279832,45.64282201,0.308805671,-0.001573153,10,10,10,10,10,10,616.2279832,74.15499196,TRUE,7.415499196,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,W,19.2,4.73,Mopane_19.2_W,35.22486132,33.90516442,0.247384832,-0.789578661,10,10,10,10,10,10,352.2486132,74.47116558,TRUE,7.447116558,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,S,23,4.74,Machalolo_23_S,35.33144289,30.39289508,0.308876222,0.00882685,10,10,10,10,10,10,353.3144289,74.53890905,TRUE,7.453890905,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,E,2.5,3.14,Nhlanganini_2.5_E,23.59433012,27.08106622,0.330453395,0.032743324,10,10,9,9,10,10,235.9433012,75.14117871,TRUE,7.514117871,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,N,4.8,3.66,Ntshivana_4.8_N,27.66618754,32.91325906,0.443557379,0.16732166,10,10,10,10,10,10,276.6618754,75.59067633,TRUE,7.559067633,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,N,10,4.7,Mopane_10_N,35.57876761,37.35032148,0.335825,-0.328643449,10,10,10,10,10,10,355.7876761,75.69950556,TRUE,7.569950556,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,N,10,3.26,Nhlanganini_10_N,24.72254184,25.24651575,0.409254374,0.254508782,10,10,10,10,10,10,247.2254184,75.8360179,TRUE,7.58360179,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,S,15,7.32,Ntokozo_15_S,55.51217725,43.71117336,0.40140003,0.289770734,10,10,10,10,10,10,555.1217725,75.83630772,TRUE,7.583630772,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,S,10,6.06,Ntokozo_10_S,46.00279628,40.80901296,0.327408306,0.053875335,10,10,10,10,10,10,460.0279628,75.91220509,TRUE,7.591220509,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,N,2.5,4.19,Mopane_2.5_N,32.44860837,33.97729863,0.449931517,0.090322444,10,10,2,2,10,10,324.4860837,77.44297939,TRUE,7.744297939,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,E,4.1,4.66,Mopane_4.1_E,36.2361629,36.35290449,0.305461355,-0.75046421,10,10,10,10,10,10,362.361629,77.76000623,TRUE,7.776000623,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,N,2.5,3.65,Ntshivana_2.5_N,28.38616398,29.70447205,0.459017703,0.167566307,10,10,10,10,10,10,283.8616398,77.77031228,TRUE,7.777031228,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,W,13.5,4.7,Mopane_13.5_W,36.64814206,30.38055596,0.311696988,-0.327266798,10,10,10,10,10,10,366.4814206,77.97477035,TRUE,7.797477035,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,E,10,4.02,Ntokozo_10_E,31.87852782,35.41703053,0.502408626,0.229587728,10,10,10,10,10,10,318.7852782,79.29982044,TRUE,7.929982044,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
